 000 |    1.14 |    2.94 | « صفحه‌یِ دویست و نه 
 001 |    3.33 |    5.88 | ادامه‌یِ نظریه‌یِ دلبستگی 
 002 |    6.45 |    7.98 | اما خانمِ فربرن 
 003 |    8.22 |   11.19 | دوست ندارد تحتِ فشار قرار بگیرد 
 004 |   11.40 |   13.50 | تا از کسی طرفداری کند 
 005 |   13.86 |   15.78 | این بخشی از نبوغِ اوست 
 006 |   16.05 |   20.19 | او اهمیت نمی‌دهد که شخصِ حق را به خودش بدهد 
 007 |   20.58 |   24.27 | بلکه می‌خواهد بفهمد هر کدام چه حسی دارند 
 008 |   24.54 |   27.57 | و سپس مطمئن شود که طرفِ مقابلِ 
 009 |   27.81 |   30.51 | آن حس را همدلانه درک می‌کند 
 010 |   30.96 |   32.43 | از ربیع می‌پرسد 
 011 |   32.79 |   36.03 | اینطور مواقع که کرستن زیاد چیزی نمی‌گه 
 012 |   36.27 |   37.68 | بهش چه حسی داری 
 013 |   38.10 |   41.07 | ربیع فکر می‌کند چه سؤال بیخودی 
 014 |   41.40 |   42.93 | ناراحتی شبِ قبل 
 015 |   43.14 |   45.51 | دوباره دارد در او احیا می‌شود 
 016 |   45.90 |   49.56 | دقیقا همون حسی رو دارم که شما انتظار دارید 
 017 |   49.80 |   51.54 | اینکه اون وحشتناکه 
 018 |   51.93 |   54.33 | کرستن مداخله می‌کند و می‌گوید 
 019 |   54.57 |   55.68 | وحشتناک 
 020 |   55.89 |   60.78 | فقط به این خاطر که همون چیزی رو نمیگم که تو می‌خوای بشنوی وحشتناکمِ 
 021 |   61.20 |   62.97 | خانمِ فربرن می‌گوید 
 022 |   63.27 |   65.67 | یه لحظه لطفا اجازه بده کرستن 
 023 |   66.00 |   71.31 | میخوام کمی بیشتر احساساتِ ربیع رو در چنین مواقعی بررسی کنم 
 024 |   71.70 |   72.85 | وقتی فکر می‌کنی 
 025 |   73.29 |   74.82 | کرستنِ تو رو مایوس کرده 
 026 |   75.06 |   76.23 | چه حسی داری 
 027 |   76.65 |   78.66 | ربیع بی آنکه تحمل کند 
 028 |   78.90 |   81.90 | اجازه می‌دهد برایِ یکبار هم که شده 
 029 |   82.14 |   84.99 | ناخودآگاهش به جایِ او حرف بزند 
 030 |   85.41 |   88.26 | ترسِ رهاشدگیِ درماندگی 
 031 |   88.86 |   91.38 | اکنون سکوت برقرار شده_است 
 032 |   91.71 |   96.60 | اغلب بعد از اینکه یکی از آنها حرفِ مهمی می‌زند چنین است 
 033 |   97.05 |   98.88 | احساسِ تنهایی میکنم 
 034 |   99.21 |  101.25 | احساسِ بی‌ارزشی میکنم 
 035 |  101.55 |  102.63 | احساس میکنم 
 036 |  102.84 |  105.63 | اون کمترین اهمیتی به من نمی‌ده 
 037 |  106.29 |  108.03 | ربیع ساکت می‌شود 
 038 |  108.27 |  110.16 | شاید غیرمنتظره است 
 039 |  110.40 |  113.37 | اما اشک در چشمانش جمع شده_است 
 040 |  113.64 |  114.81 | خانمِ فربرن 
 041 |  115.02 |  118.80 | با لحنی خنثی اما مشتاقِ شنیدن می‌گوید 
 042 |  119.10 |  120.42 | ظاهرا سخته 
 043 |  120.81 |  121.98 | کرستن می‌گوید 
 044 |  122.31 |  125.22 | ولی به نظرِ من نمی‌رسه ترسیده باشه 
 045 |  125.58 |  128.64 | کسی که داد میزنه و به همسرش فحش میده 
 046 |  128.94 |  131.28 | به نظرِ نمی‌رسه کاندیدایِ خوبی 
 047 |  131.52 |  135.84 | برایِ کسبِ عنوانِ بره‌یِ کوچولویِ بی‌چاره‌ی ترسیده باشه 
 048 |  136.38 |  137.52 | خانم فربرن 
 049 |  137.79 |  141.30 | مشکل را با انبرِ درمانیِ خود محکم گرفته 
 050 |  141.57 |  144.21 | و نمی‌گذارد از دستش در برود 
 051 |  144.57 |  146.55 | روالِ خاصی وجود دارد 
 052 |  146.88 |  150.09 | ربیع در مواقعی که احتیاج به حمایت 
 053 |  150.36 |  152.25 | و اطمینانِ خاطر دارد 
 054 |  152.49 |  155.79 | کرستن را سرد و در خودِ فرو رفته می‌یابد 
 055 |  156.21 |  158.76 | او میترسد عصبانی می‌شود 
 056 |  159.00 |  163.68 | و بعد کرستن را حتی بیشتر در خود فرورفته می‌یابد 
 057 |  164.10 |  167.01 | این ترس و عصبانیت بیشتر می‌شود 
 058 |  167.28 |  169.23 | و فاصله نیز بیشتر 
 059 |  169.56 |  174.09 | کرستنِ او را به عنوانِ فردی خودبین و زورگو میبیند 
 060 |  174.39 |  177.66 | گذشته کرستن به او آموخته که مردها 
 061 |  177.90 |  179.31 | تمایلِ ذاتی 
 062 |  179.52 |  182.10 | به رفتارِ سلطه‌گرایانه دارند 
 063 |  182.40 |  185.97 | و اینکه این زن است که باید با قدرت و جدیتِ 
 064 |  186.24 |  188.52 | جلویِ این رفتار بأیستد 
 065 |  189.12 |  192.54 | امکانِ بخشش در این مواقع وجود ندارد 
 066 |  192.90 |  196.44 | اما در ربیع هیچ قدرتی وجود ندارد 
 067 |  196.86 |  201.03 | او که با بی اعتنایی آشکار کرستنِ تحقیر شده 
 068 |  201.27 |  203.13 | فقط دست و پا می‌زند 
 069 |  203.40 |  204.99 | درمانده و ناتوان 
 070 |  205.35 |  209.79 | بنابراین تأسف‌آور و حتی تقریبا فاجعه است 
 071 |  210.00 |  214.32 | که نحوه‌یِ واکنش نشان دادنِ ربیع به نقاطِ ضعفش 
 072 |  214.62 |  218.25 | به گونه‌ایست که کاملا آن ضعف‌ها را می‌پوشاند 
 073 |  218.52 |  219.84 | و باعث می‌شود 
 074 |  220.05 |  223.44 | کسی را که شدیدا به دلداری‌اش نیاز دارد 
 075 |  223.68 |  224.94 | از خود براند 
 076 |  225.39 |  226.35 | اما اکنون 
 077 |  226.56 |  227.94 | یک بار در هفته‌
 078 |  228.15 |  229.74 | یِ چهارشنبه‌ها ظهر 
 079 |  229.95 |  231.72 | فرصتی پیش می‌آید 
 080 |  231.93 |  235.20 | که این چرخه‌یِ ناپسند متوقف شود 
 081 |  235.53 |  237.69 | خانمِ فربرن از کرستن 
 082 |  237.93 |  241.56 | در برابرِ آزارِ ربیع محافظت می‌کند 
 083 |  241.86 |  242.67 | و از ربیع 
 084 |  242.88 |  246.18 | در برابرِ سردی و درون‌گراییِ کرستن 
 085 |  246.69 |  249.87 | از هر یک از آن‌ها خواسته_می‌شود با دقت 
 086 |  250.17 |  254.28 | به زیر ظاهرِ آزاردهنده‌یِ دیگری نگاه کنند 
 087 |  254.55 |  258.57 | تا کودک درونِ ترسیده و مفلوک را ببینند 
 088 |  259.02 |  260.22 | خانمِ فربرنِ 
 089 |  260.43 |  262.32 | هر زمان که احساس کند 
 090 |  262.53 |  267.27 | مراجعه‌یِ کننده‌اش در شرفِ دست‌یابی به بینشی خاص است 
 091 |  267.48 |  271.74 | خطر می‌کند و مستقیم‌تر واردِ صحبت می‌شود 
 092 |  272.37 |  273.00 | کرستن 
 093 |  273.24 |  276.39 | فکر می‌کنی دادزدن و گاهی فحش‌دادن 
 094 |  276.60 |  279.81 | کارهایی هستند که یه مردِ قوی انجام می‌ده 
 095 |  280.56 |  283.77 | او می‌داند چطور آرام آرام پیش برود 
 096 |  284.13 |  286.77 | عناوینِ کتاب‌هایِ داخلِ قفسه 
 097 |  287.04 |  290.76 | ممکن است گام‌هایِ نسبتا سنگینی طلب کنند 
 098 |  291.09 |  293.19 | اما در جریانِ یک جلسه‌
 099 |  293.46 |  295.44 | یِ این روان‌درمانگر کوتوله 
 100 |  295.71 |  298.41 | مثلِ بالرین‌ها قدم برمی‌دارد 
 101 |  298.95 |  300.78 | مشکلات بینِ این زوج 
 102 |  300.99 |  303.51 | به هم‌آغوشی هم تعمیم می‌یابد 
 103 |  303.87 |  312.90 | وقتی کرستن خسته است یا حواسش سرِ جایش نیست ربیعِ سریع خیلی خیلی سریع دچارِ یاس می‌شود 
 104 |  313.23 |  318.36 | ذهنش به سرعت به این نتیجه می‌رسد که خودش نیرویِ دافعه دارد 
 105 |  318.75 |  323.70 | این حسِ انزجار از خود که از مدتها پیش از آمدنِ کرستن 
 106 |  323.94 |  325.83 | در ربیع وجود داشته 
 107 |  326.07 |  332.01 | یکی از ویژگیهای‌اش این است که می‌توان آن را برایِ دیگران شرح داد 
 108 |  332.31 |  334.35 | حتی اگر موضعِ تندی 
 109 |  334.56 |  338.70 | نسبت به کسانی که مسببِ آن بوده‌اند ایجاد کند 
 110 |  339.18 |  340.65 | بنابراین عموما 
 111 |  340.86 |  342.39 | یک شبِ نافرجام 
 112 |  342.60 |  343.95 | تبدیل می‌شود به 
 113 |  344.64 |  347.37 | انگیزه‌ای در لباسِ مبدل برایِ ربیع 
 114 |  347.61 |  353.13 | که روزِ بعد سخنانی نیش‌دار و آسیبِ زننده به زبان بیاورد 
 115 |  353.43 |  354.27 | که آن موقع 
 116 |  354.51 |  357.30 | تلاشِ بیشتری را از سویِ کرستن 
 117 |  357.54 |  360.18 | برایِ عقب‌نشینی طلب می‌کند 
 118 |  360.54 |  361.35 | و البته 
 119 |  361.56 |  363.87 | تلاشی که به زبان نیامده 
 120 |  364.65 |  367.56 | ربیع بعد از چند روز پس‌زده‌شدنِ 
 121 |  367.80 |  369.57 | طاقتش تمام می‌شود 
 122 |  369.81 |  374.22 | و کرستن را به سردی و غیرعادی بودن متهم می‌کند 
 123 |  374.61 |  377.43 | کرستن هم جواب می‌دهد که به گمانش ربیع 
 124 |  377.64 |  381.24 | واقعا از آزردنِ او لذت می‌برد 
 125 |  381.54 |  384.78 | چون بیشترِ اوقات همین کار را می‌کند 
 126 |  385.23 |  388.95 | کرستن به جایی درونِ ذهنش عقب‌نشینی می‌کند 
 127 |  389.19 |  390.24 | که غم‌انگیز 
 128 |  390.45 |  392.22 | اما به طرزِ عجیبی 
 129 |  392.43 |  394.53 | آرامش‌بخش و آشناست 
 130 |  394.77 |  399.57 | جایی که وقتی از دیگران مایوس می‌شود که اغلب پیش می‌آید 
 131 |  399.81 |  402.00 | آنجا خودش را پنهان می‌کند 
 132 |  402.24 |  405.57 | و با کتاب خواندن و گوش دادن به موسیقی 
 133 |  405.84 |  407.16 | آرام می‌گیرد 
 134 |  407.70 |  411.51 | او در محافظت و دفاع از خودش متخصص است 
 135 |  411.81 |  416.01 | بیشتر عمرش مشغولِ یادگیریِ آن بوده_است 
 136 |  416.64 |  419.99 | مشخصه‌یِ مدلِ دلبستگیِ اجتنابی 
 137 |  420.27 |  424.17 | زمانی که نیازهایِ عاطفی برآورده نشده‌اند 
 138 |  424.47 |  427.11 | میلِ شدید به اجتناب از دعوا 
 139 |  427.35 |  430.29 | و مواجهه‌یِ کمتر با دیگریستِ 
 140 |  430.62 |  432.42 | شخصِ اجتناب‌کننده 
 141 |  432.66 |  437.52 | به سرعت تصور می‌کند که دیگران می‌خواهند به او حمله کنند 
 142 |  437.79 |  440.64 | و نمی‌توان با آن‌ها منطقی حرف زد 
 143 |  440.97 |  446.10 | فقط باید فرار کرد فاصله گرفت و سرد رفتار کرد 
 144 |  446.55 |  447.60 | متأسفانه 
 145 |  447.87 |  449.91 | افرادِ اجتناب‌کننده 
 146 |  450.15 |  451.80 | عموما نمیتوانند 
 147 |  452.04 |  455.85 | الگویِ رفتارِ دفاعی و وحشت‌زده‌یِ خود را 
 148 |  456.06 |  459.27 | برایِ شریکِ زندگی‌اشان توضیح دهند 
 149 |  459.60 |  460.53 | در نتیجه‌
 150 |  460.77 |  464.25 | یِ دلایلِ رفتارِ انزواطلبانه‌یِ آنان 
 151 |  464.46 |  466.35 | همچنان پنهان می‌ماند 
 152 |  466.65 |  469.62 | و به راحتی می‌توان رفتارِ آنان را 
 153 |  469.86 |  472.23 | با بی‌اعتنایی و بیخیالی 
 154 |  472.44 |  473.82 | اشتباه گرفت 
 155 |  474.06 |  477.63 | در حالی که در اصلِ خلافِ آن صحت دارد 
 156 |  477.99 |  479.88 | فردِ اجتناب‌کننده 
 157 |  480.09 |  482.34 | شدیدا اهلِ مبالات است 
 158 |  482.55 |  485.46 | فقط مسئله‌یِ این است که دوست داشتن 
 159 |  485.67 |  488.34 | به نظرش خیلی پرمخاطره است 
 160 |  489.06 |  494.19 | خانمِ فربرن هرگز کسی را وادار به نتیجه‌گیری نمی‌کند 
 161 |  494.49 |  498.81 | با اینحالِ آینه‌ایِ فرضی روبه‌رویِ کرستن می‌گیرد 
 162 |  499.05 |  500.34 | تا او بتواند 
 163 |  500.55 |  504.12 | تأثیراتی را که بر دیگران می‌گذارد ببیند 
 164 |  504.57 |  506.58 | او به کرستن کمک می‌کند 
 165 |  506.79 |  509.94 | از تمایلش به فرار و سکوت‌کردن 
 166 |  510.15 |  512.91 | در واکنش به استرس آگاه شود 
 167 |  513.30 |  516.48 | و او را تشویق می‌کند که در نظر بگیرد 
 168 |  516.72 |  518.61 | چه قدر این رفتارها 
 169 |  518.88 |  522.06 | ممکن است بر افرادی که به او وابسته‌اند 
 170 |  522.30 |  524.16 | تأثیرگذار باشد 
 171 |  524.67 |  527.55 | کرستن هم همچون ربیع عادت دارد 
 172 |  527.76 |  530.91 | ناراحتی‌هایش را به گونه‌ای ابراز کند 
 173 |  531.15 |  536.04 | که به هیچ وجه از کسانی که شدیدا نیازمندِ محبتشان است 
 174 |  536.28 |  538.56 | همدلی‌ای دریافت نکند 
 175 |  539.07 |  540.27 | ربیع هرگز 
 176 |  540.48 |  545.13 | مستقیما حرفِ شبی را که با لارنِ گذرانده‌یِ پیش نمی‌کشد 
 177 |  545.52 |  546.78 | او فکر می‌کند 
 178 |  546.99 |  551.10 | اولویت با این است که بفهمد چرا این اتفاق افتاد 
 179 |  551.40 |  555.33 | به جایِ اینکه اقرار کند که این کار را انجام داده 
 180 |  555.69 |  557.46 | چرا که اگر مطرح شود 
 181 |  557.70 |  561.69 | ممکن است احساسِ عدمِ اطمینان به وجود بیاورد 
 182 |  561.96 |  564.69 | و اعتماد بینِ کرستن و خودش را 
 183 |  564.93 |  566.91 | تا ابد از بین ببرد 
 184 |  567.48 |  570.69 | بینِ جلساتی که با خانمِ فربرن دارند 
 185 |  570.96 |  575.49 | با خود می‌اندیشد که چه چیزی ممکن است باعث شده_باشد 
 186 |  575.76 |  578.43 | انقدر نسبت به آزارِ همسرش 
 187 |  578.67 |  581.25 | بی‌ملاحظه و بی‌اعتنا باشد 
 188 |  581.58 |  587.13 | و به این نتیجه می‌رسد که تنها یک دلیل ممکن است وجود داشته_باشد 
 189 |  587.55 |  593.52 | این که حتما آنقدر از مسائلِ پیش آمده در رابطه‌شان آزرده شده 
 190 |  593.79 |  595.20 | که به جایی رسیده 
 191 |  595.44 |  600.66 | که چندان برایش مهم نیست شدیدا به کرستن آسیب برساند 
 192 |  601.14 |  604.44 | او از سرِ هوس با لارن هم‌آغوش نشد 
 193 |  604.74 |  606.75 | بلکه از سرِ خشم بود 
 194 |  606.99 |  610.26 | نوعی خشم که وجودِ خود را نمی‌پذیرد 
 195 |  610.53 |  613.95 | جنونی سخت سرکوب‌شده و سرکش 
 196 |  614.49 |  621.30 | اگر ربیع طوری که کرستن متوجه بشود به او بگوید که احساسِ یاس می‌کرده 
 197 |  621.57 |  625.05 | به حفظِ زندگیِ زناشویی‌اش کمک می‌کند 
 198 |  625.50 |  627.90 | در اعماقِ کشمکش‌هایِ آنان 
 199 |  628.17 |  630.06 | اعتمادِ جریان دارد 
 200 |  630.39 |  632.97 | مزیتی که برایِ هیچ کدامشان 
 201 |  633.21 |  635.43 | به راحتی به دست نمی‌آید 
 202 |  635.91 |  638.79 | آنان موجوداتِ زخمِ خورده‌ای هستند 
 203 |  639.03 |  640.92 | که در کودکی می‌بایست 
 204 |  641.13 |  644.76 | با سرخوردگی‌هایِ زودرس کنار می‌آمدند 
 205 |  645.06 |  646.08 | و در نتیجه 
 206 |  646.29 |  649.26 | تبدیل به انسان‌هایِ بالغی شده‌اند 
 207 |  649.47 |  652.02 | که با قدرت از خود دفاع می‌کنند 
 208 |  652.23 |  656.52 | و نمی‌توانند درست احساساتشان را بروز دهند 
 209 |  657.09 |  660.39 | آن‌ها متخصصِ استراتژیِ حمله 
 210 |  660.63 |  662.11 | و ساختِ قلعه‌اند 
 211 |  662.43 |  664.80 | چیزی که در آن مهارت ندارند 
 212 |  665.04 |  666.81 | تحمل اضطرابیست 
 213 |  667.02 |  669.87 | که وقتی گاردِ خود را کنار می‌گذارند 
 214 |  670.14 |  674.61 | و ضعف‌ها و غم‌هایِ خود را می‌پذیرند پدید می‌آید 
 215 |  675.03 |  678.78 | مثلِ جنگجوهایی که بعد از متارکه‌یِ جنگ 
 216 |  678.99 |  683.91 | نمی‌توانند خود را با زندگیِ غیرنظامی وفق دهند 
 217 |  684.63 |  687.30 | ربیع مضطربانه حمله می‌کند 
 218 |  687.60 |  691.62 | کرستنِ اجتناب‌گرایانه عقب نشینی می‌کند 
 219 |  692.01 |  694.44 | آنها شدیدا به هم نیازمندند 
 220 |  694.68 |  698.13 | و در عینِ حال می‌ترسند به رویِ خود بیاورند 
 221 |  698.34 |  700.65 | که چه قدر به هم نیاز دارند 
 222 |  701.04 |  702.57 | هیچ یک حقیقتا 
 223 |  702.81 |  706.47 | آنقدر با آسیبی که دیده تنها نمی‌ماند 
 224 |  706.71 |  709.56 | تا آن را بفهمد یا احساس کند 
 225 |  709.83 |  713.82 | یا آن را برایِ کسی که مسببش بوده شرح دهد 
