 000 |    1.20 |    2.91 | هم آغوشی و عشق 
 001 |    3.12 |    4.74 | صفحه سی و هفت 
 002 |    5.19 |    8.37 | ربیع برای دومین قرار دو نفره شان 
 003 |    8.70 |   11.40 | بعد از آن بوسه در باغ گیاه شناسی 
 004 |   11.61 |   12.96 | پیشنهاد کرده 
 005 |   13.20 |   17.58 | در رستورانی تایلندی در خیابان هاو غذا بخورند 
 006 |   18.00 |   23.07 | اول او می رسد و به میزی در طبقه هم کف راهنمایی میشود 
 007 |   23.49 |   29.22 | و کنار آکواریومی که به طرز ترسناکی پراز لابستر است مینشیند 
 008 |   29.76 |   32.22 | کرستن چند دقیقه دیر می رسد 
 009 |   32.58 |   34.41 | ظاهرش غیر رسمی است 
 010 |   34.65 |   37.50 | شلوار جین قدیمی و کفش ورزشی 
 011 |   37.71 |   38.91 | بدون آرایش 
 012 |   39.12 |   43.32 | و برخلاف همیشه که لنز میگذاشت عینک به چشم 
 013 |   43.74 |   45.30 | شروع گفتگو یشان 
 014 |   45.51 |   47.31 | با کمرویی همراه است 
 015 |   47.61 |   52.29 | از نظر ربیع هیچ راهی وجود ندارد که دوباره بتوان 
 016 |   52.50 |   57.03 | به آن صمیمیتی که در ملاقات قبلی بینشون بود برسند 
 017 |   57.36 |   58.62 | انگار که دوباره 
 018 |   58.89 |   61.44 | برگشته بودند به زمانی که فقط 
 019 |   61.68 |   63.57 | دو آشنای ساده بودند 
 020 |   64.08 |   67.38 | آنها راجع به مادر ربیع و پدر کرستن 
 021 |   67.62 |   72.48 | و چند کتاب و فیلمی که هردوی شان میشناسند حرف می زنند 
 022 |   72.87 |   77.46 | اما ربیع جرات نمی کند دستان کرستن را لمس کند 
 023 |   77.79 |   79.29 | و البته کرستن هم 
 024 |   79.50 |   83.37 | اغلب دستانش را بین دو پای خود می گذارد 
 025 |   83.73 |   88.53 | طبیعتا می توان تصور کرد شاید نظرش عوض شده باشد 
 026 |   89.01 |   91.32 | اما بعد که به خیابان می روند 
 027 |   91.56 |   93.96 | این جو سنگین ازبین می رود 
 028 |   94.32 |   95.58 | کرستن می پرسد 
 029 |   96.00 |   98.64 | دوست داری تو خونه ی من یه چایی بخورید 
 030 |   98.97 |  101.34 | این نوشیدنی گیاهی مثلا 
 031 |  101.55 |  102.96 | خیلی دور نیست 
 032 |  103.44 |  106.29 | پس چند خیابان را پیاده طی می کنند 
 033 |  106.53 |  109.47 | تا به ساختمانی چند واحدی میرسند 
 034 |  109.77 |  112.44 | و به بالاترین طبقه آن می روند 
 035 |  112.80 |  116.34 | به واحد یک خوابه نقلی ولی زیبای کرستن 
 036 |  116.58 |  121.92 | با چشم انداز دریا که روی دیوارهایش عکسهایی است که کرستن 
 037 |  122.19 |  125.37 | از مناطق مختلف کوهستانی گرفته 
 038 |  125.97 |  129.09 | ربیع نگاهی سریع به اتاق خواب میاندازد 
 039 |  129.36 |  131.49 | و انبوهی از لباس را میبیند 
 040 |  131.70 |  134.49 | که روی تختخواب تلنبار شده است 
 041 |  134.85 |  137.22 | کرستن با صدای بلند می گوید 
 042 |  137.64 |  141.00 | تقریبا هر لباسی را که داشتم امتحان کردم و 
 043 |  141.24 |  143.61 | بعد مثل همه گفتم به جهنم 
 044 |  144.30 |  145.59 | او در آشپزخانه 
 045 |  145.83 |  147.96 | مشغول دم کردن چای است 
 046 |  148.23 |  156.42 | ربیع در خانه میچرخد جعبه ای برمیدارد و متوجه می شود که واژه بابونه وقتی نوشته می شود 
 047 |  156.66 |  159.48 | چقدر غیر عادی به نظر می رسد 
 048 |  160.05 |  162.78 | کرستن دوستانه و به شوخی می گوید 
 049 |  163.20 |  166.20 | تو متوجه همه چیزهای مهم میشی 
 050 |  166.68 |  170.25 | این نوعی دعوت از سوی کرستن به نظر می رسد 
 051 |  170.58 |  172.65 | پس ربیع به سمتش میرود 
 052 |  172.92 |  176.58 | صدای قل قل آب را در پس زمینه میشنوند 
 053 |  176.79 |  178.62 | که بعد آرام می شود 
 054 |  179.04 |  181.74 | ربیع نمیداند چه پیش خواهد آمد 
 055 |  182.37 |  189.27 | جذابیت جنسی ممکن است ابتدا تنها پدیدهای فیزیولوژیکی به نظر برسد 
 056 |  189.48 |  191.88 | که نتیجه ی تهیج و هورمون ها 
 057 |  192.12 |  194.46 | و تحریک اعصاب محیطی است 
