 000 |    1.14 |    2.64 | انتقالِ عواطفِ 
 001 |    3.00 |    4.92 | صفحه‌یِ هشتاد و هفت 
 002 |    5.40 |    8.04 | بعد از گذشتِ دو سال از ازدواجشان ربیع 
 003 |    8.28 |   11.52 | کماکان ثباتِ شغلی ندارد 
 004 |   11.82 |   14.25 | و در معرضِ خطرِ گردشِ کار 
 005 |   14.49 |   18.15 | و تغییرِ عقیده‌یِ ناگهانیِ مشتری قرار دارد 
 006 |   18.51 |   19.38 | در نتیجه 
 007 |   19.59 |   22.98 | وقتی شرکت در اولِ ژانویه در آن طرف مرزِ 
 008 |   23.22 |   25.26 | ساوتِ شیلدزِ انگلستان 
 009 |   25.47 |   30.90 | شهری سخت کوش که با قطارِ دو و نیم ساعت تا ادینبرو فاصله دارد 
 010 |   31.17 |   34.38 | قراردادی عظیم و طولانی مدت می‌بندد 
 011 |   34.65 |   36.84 | ربیع خیلی خوشحال می‌شود 
 012 |   37.23 |   39.54 | کاری که قرار است انجام شود 
 013 |   39.75 |   43.56 | آباد سازی دوباره زمین اطرافِ بار انداز 
 014 |   43.86 |   47.46 | و زمینِ متروکه پر از آلونک‌هایِ صنعتی 
 015 |   47.73 |   50.37 | و تبدیلِ آنها به پارک کافه 
 016 |   50.61 |   55.14 | و موزه‌ای برایِ نگهداریِ از یک اثرِ تاریخیِ محلی است 
 017 |   55.38 |   57.99 | به نامِ تاین که از نظرِ قدمتِ 
 018 |   58.20 |   61.35 | دومین قایقِ نجات در بریتانیا است 
 019 |   61.89 |   64.95 | اون از ربیع می‌پرسد که آیا می‌خواهد 
 020 |   65.16 |   68.22 | مدیریتِ پروژه را قبول کند یا خیر 
 021 |   68.58 |   70.35 | که افتخارِ بزرگی است 
 022 |   70.56 |   74.07 | اما مستلزمِ این است که به مدتِ یک سال و نیم 
 023 |   74.28 |   77.55 | سه شب در ماه را دور از کرستن بگذراند 
 024 |   78.00 |   79.47 | بودجه محدود است 
 025 |   79.68 |   81.48 | پس در مهمانسرایِ پریمیرِ 
 026 |   81.75 |   84.12 | ساوتِ شیلدز مستقر می‌شود 
 027 |   84.42 |   90.21 | جایی نسبتا ارزان که بینِ زندانِ زنان و انبارِ کالا گیر افتاده_است 
 028 |   90.57 |   93.48 | شبها تک وتنها در رستورانِ هتل 
 029 |   93.72 |   95.76 | دیوار نیز شام می‌خورد 
 030 |   96.06 |  102.15 | جایی که یک شقه‌یِ گوشتِ خوک زیرِ چراغهایِ محلِ گوشت بری پخته_می‌شود 
 031 |  102.75 |  105.54 | در طولِ دومین بازدیدش از آنجا 
 032 |  105.81 |  112.11 | از مسئولانِ محلیِ راجع به یک سری مسائلِ حرفهایِ دوپهلو می‌شنود 
 033 |  112.47 |  118.32 | همه آنقدر ترسو هستند که نمیتوانند تصمیماتِ بزرگ بگیرند 
 034 |  118.62 |  123.87 | و تاخیر‌ها می‌افتد به گردنِ قوانینِ جورِ واجورِ سفت و سخت 
 035 |  124.35 |  126.36 | معجزه است که توانسته‌اند 
 036 |  126.60 |  128.31 | به همین جا هم برسند 
 037 |  128.73 |  133.23 | رگی در گردنِ ربیع هست که اینطور مواقعِ تیر می‌کشد 
 038 |  133.68 |  135.42 | کمی بعد از ساعت نه 
 039 |  135.72 |  139.86 | درحالیکه با جوراب رویِ فرشِ نایلونی قدم می‌زند 
 040 |  140.13 |  142.89 | از اتاقِ آلبالویی و ارغوانی‌اش 
 041 |  143.13 |  145.08 | به کرستن تلفن می‌زند 
 042 |  145.38 |  146.40 | به او می‌گوید 
 043 |  146.73 |  148.20 | تکل یه روزِ دیگه 
 044 |  148.41 |  151.59 | با جلسه‌یِ هایی که مغزِ آدم رو کرخ میکنه و 
 045 |  151.80 |  153.12 | احمق‌هایِ شورا 
 046 |  153.33 |  157.53 | که بدونِ دلیلِ موجه دردسر درست می‌کنن گذشت 
 047 |  157.89 |  159.90 | دلم خیلی برات تنگ شده 
 048 |  160.26 |  164.70 | حاضرم واسه اینکه همین الان کنارم باشی هر کاری بکنم 
 049 |  165.30 |  166.98 | کرستن مکسی می‌کند 
 050 |  167.31 |  168.66 | ربیع حس می‌کند 
 051 |  168.87 |  174.45 | می‌تواند صدایِ کیلومترهایی را که بینشان فاصله انداختند بشنود 
 052 |  174.96 |  177.48 | بعد با لحنی بی روح جواب می‌دهد 
 053 |  177.72 |  179.79 | که قبل از شروعِ ماه‌یِ مارس 
 054 |  180.03 |  181.74 | ربیع باید اسمش را 
 055 |  181.98 |  184.26 | به بیمه‌یِ ماشین اضافه کند 
 056 |  184.59 |  186.69 | و این که همسایه‌یِ شان می‌خواهد 
 057 |  186.90 |  190.20 | راجع به لوله‌یِ فاضلاب با آنها صحبت کند 
 058 |  190.53 |  192.18 | همان که سمتِ باغ است 
 059 |  192.51 |  193.74 | و در اینجا ربیع 
 060 |  194.01 |  197.07 | آرام ولی با جدیت تکرار می‌کند 
 061 |  197.34 |  199.44 | که دلش برایِ او تنگ شده 
 062 |  199.74 |  202.47 | و آرزو می‌کند که پیشِ هم بودند 
 063 |  202.95 |  203.91 | در ادینبرو کرستنِ 
 064 |  204.15 |  206.22 | ژاکتش را پوشیده 
 065 |  206.46 |  209.28 | و در یک طرفِ کاناپه طرفِ ربیع 
 066 |  209.55 |  211.26 | با یک ظرفِ ماهیِ تن 
 067 |  211.47 |  215.37 | و یک تکه نانِ تست رویِ پایش چمباتمه زده 
 068 |  216.03 |  218.04 | کرستن دوباره مکث می‌کند 
 069 |  218.34 |  220.56 | اما جوابی که به ربیع می‌دهد 
 070 |  220.80 |  222.90 | مختصر و خشک و رسمی است 
 071 |  223.11 |  223.56 | بله 
 072 |  223.95 |  226.41 | حیف که ربیع نمیتواند ببیند 
 073 |  226.65 |  231.06 | که کرستن دارد جلویِ ریختنِ اشکِ هایش را می‌گیرد 
 074 |  231.84 |  237.21 | این اولین بار نیست که چنین جوِ سردیِ بینشان به وجود می‌آید 
 075 |  237.66 |  239.64 | آخرین بار که او اینجا بود هم 
 076 |  239.91 |  242.01 | وضعیتی مشابه پیش آمد 
 077 |  242.34 |  243.09 | و همچنین 
 078 |  243.30 |  246.48 | وقتی برایِ کنفرانس به دانمارک رفته_بود 
 079 |  246.84 |  247.50 | آن زمان 
 080 |  247.74 |  250.02 | ربیع کرستن را سرزنش کرد 
 081 |  250.23 |  253.35 | که چرا پشتِ تلفنِ عجیب و غریب است 
 082 |  253.62 |  256.71 | حالا او کاملا رنجیده‌خاطر شده 
 083 |  257.16 |  260.43 | او فقط معقولانه تقاضایِ محبت کرد 
 084 |  260.73 |  262.14 | ولی ناگهان انگار 
 085 |  262.35 |  264.78 | در یک بن بست گیر کرده_بودند 
 086 |  265.20 |  269.07 | ربیع به پنجره‌هایِ زندان روبه رو نگاه می‌کند 
 087 |  269.46 |  272.61 | هر وقت که از کرستن دور است احساس می‌کند 
 088 |  272.88 |  274.59 | انگار کرستن می‌خواهد 
 089 |  274.83 |  277.95 | فاصله‌یِ بیشتری بینشان ایجاد کند 
 090 |  278.28 |  279.96 | بیشتر از فاصله‌ای که 
 091 |  280.20 |  282.66 | دریا و خشکی ایجاد کرده‌اند 
 092 |  283.08 |  288.09 | آرزو می‌کند ای کاش راهی پیدا می‌کرد که به کرستن برسد 
 093 |  288.36 |  290.82 | و در عجب است چه چیزی ممکن است 
 094 |  291.06 |  292.50 | این همه کرستن را 
 095 |  292.71 |  295.98 | از او دور و دست نیافتنی کرده_باشد 
 096 |  296.52 |  298.50 | کرستن هم خودش نمی‌داند 
 097 |  298.83 |  300.30 | او با چشمانِ خیس 
 098 |  300.51 |  302.37 | به تنه‌یِ درختیِ مسن 
 099 |  302.58 |  305.61 | و سرما و گرما چشیده نگاه می‌کند 
 100 |  305.88 |  310.02 | و با تمرکز بخصوص به کلاسوری فکر می‌کند 
 101 |  310.23 |  314.76 | که باید یادش باشد فردا با خود به سرِ کار ببرد 
 102 |  315.45 |  318.12 | ساختار اینطور به نظر می‌رسد 
 103 |  318.54 |  321.48 | موقعیتی یا حرفی ظاهرا عادی 
 104 |  321.72 |  325.53 | واکنشی از سویِ یکی از زوجین دریافت می‌کند 
 105 |  325.77 |  328.53 | که چندان توجیه‌یِ پذیر نمی‌نماید 
 106 |  328.98 |  331.26 | واکنشی که به طرزِ عجیبی 
 107 |  331.47 |  334.35 | سرشار است از دلخوری یا تشویش و 
 108 |  334.71 |  336.81 | تحریکِ پذیری یا سردی 
 109 |  337.20 |  339.63 | هراس یا تهمتِ متقابل 
 110 |  340.20 |  342.78 | شخصِ دریافتِ کننده‌یِ این واکنش 
 111 |  343.02 |  344.46 | مبهوت می‌شود 
 112 |  344.82 |  347.46 | به هرحال فقط یک درخواستِ ساده 
 113 |  347.73 |  350.37 | برایِ خداحافظیِ عاشقانه 
 114 |  350.64 |  353.73 | یکی دو بشقاب نَشُسته تویِ ظرفشویی 
 115 |  353.94 |  355.41 | یک شوخیِ جزئی 
 116 |  355.62 |  358.38 | یا فقط چند دقیقه تاخیر بود 
 117 |  358.80 |  361.05 | پس دلیلِ این واکنشِ عجیب 
 118 |  361.26 |  363.72 | و به نوعی اغراق شده چیست 
 119 |  364.26 |  365.73 | ؟ فرد اگر بخواهد 
 120 |  365.97 |  368.28 | با توجه به حقایقِ موجود 
 121 |  368.55 |  371.79 | از دلیلِ چنین رفتارهایی سر دربیاورد 
 122 |  372.06 |  373.89 | به نظرش این رفتارها 
 123 |  374.10 |  375.60 | بی معنی میرسند 
 124 |  376.02 |  379.26 | انگار که برخی جنبه‌هایِ سناریویِ حاضر 
 125 |  379.56 |  382.80 | از منبعِ دیگری نیرو جذب می‌کردند 
 126 |  383.19 |  384.57 | انگار که این نیرو 
 127 |  384.78 |  388.74 | ناغافل موجبِ نوعی رفتار شده که در اصلِ 
 128 |  388.95 |  390.15 | شخص مقابلِ 
 129 |  390.39 |  393.48 | مدتها قبل در ذهنِ خود پرورانده 
 130 |  393.87 |  396.93 | برایِ مواجه شدن با خطری به خصوص 
 131 |  397.20 |  398.70 | که اکنون به طریقی 
 132 |  398.91 |  400.74 | در حالتِ ناخودآگاه 
 133 |  400.95 |  403.26 | دوباره برانگیخته شده_است 
 134 |  403.74 |  405.75 | در اصطلاحِ روانشناسی 
 135 |  405.96 |  409.23 | کسی که واکنشِ نامعقول نشان می‌دهد 
 136 |  409.50 |  412.65 | مسئولِ انتقالِ احساسی از گذشته 
 137 |  412.95 |  414.60 | به شخصی درحال است 
 138 |  414.90 |  418.50 | شخصی که شاید تماما مستحقِ آن نباشد 
 139 |  419.13 |  421.29 | ذهنِ ما به طرزِ عجیبی 
 140 |  421.56 |  423.03 | در تشخیصِ اینکه 
 141 |  423.24 |  425.16 | در چه دوره‌ای قرار دارد 
 142 |  425.37 |  427.77 | همیشه هم خوب عمل نمی‌کند 
 143 |  428.19 |  431.43 | کمی بیش از حدِ راحت جهش می‌کند 
 144 |  431.73 |  433.68 | مثلِ شخصی دزد زده 
 145 |  433.89 |  437.04 | که همیشه کنارِ تختشِ یک تفنگ می‌گذارد 
 146 |  437.28 |  440.40 | و با کوچکترین صدایی از خواب می‌پرد 
 147 |  441.09 |  445.62 | آنچه برایِ عزیزانی که در نزدیکیِ ما هستند بدتر است 
 148 |  445.92 |  449.04 | این است که افرادِ درگیر در این انتقال 
 149 |  449.34 |  453.69 | به راحتی نمیتوانند بفهمند که دنبالِ چه هستند 
 150 |  453.96 |  455.97 | چه برسد به اینکه بتوانند 
 151 |  456.21 |  458.76 | در آرامشِ آن را توضیح دهند 
 152 |  459.15 |  462.21 | آنان صرفا حس می‌کنند که واکنششان 
 153 |  462.45 |  465.00 | کاملا مناسبِ موقعیت است 
 154 |  465.39 |  468.84 | از سویِ دیگر شریکِ زندگیِ شان ممکن است 
 155 |  469.05 |  471.42 | به نتیجه‌یِ نسبتا متفاوت 
 156 |  471.63 |  474.06 | و کمتر خودستایانه برسد 
 157 |  474.39 |  476.94 | اینکه مشخصا عجیب و غریبند 
 158 |  477.21 |  479.37 | و شاید حتی کمی دیوانه 
 159 |  480.03 |  481.11 | پدر کرستن 
 160 |  481.32 |  484.65 | زمانی که او هفت ساله است ترکش می‌کند 
 161 |  485.04 |  486.99 | او بدونِ اعلامِ قبلی 
 162 |  487.20 |  489.87 | یا هیچ توضیحی از خانه می‌رود 
 163 |  490.32 |  492.27 | درست روزِ قبل از رفتنش 
 164 |  492.51 |  496.41 | نقشِ شتر را در اتاقِ پذیرایی بازی می‌کند 
 165 |  496.65 |  499.02 | و کرستن را پشتِ سرش سوار کرده 
 166 |  499.26 |  502.17 | و دورِ کاناپه و مبل‌ها میچرخاند 
