 000 | صَفْحِ‌یِ شَصْتْ وَ سِ  | sˈafheːjˈe ʃˈast vˈa sˈeː
 001 | اِدامِ‌یِ مَسائِلِ اَحْمَقانِ  | edˈɑmeːjˈe masˈɑʔelˌe ˈaːhmaq1ˌɑneː
 002 | هَمانْطُرْ کِ تاکْسی  | hamˈɑntor kˈeː tˈɑksi
 003 | با سُرْعَتْ اَزْ خیابانْهایِ خَلْوَتِ حومِ‌یِ شَهْرْ می‌گُذَرَدْ  | bɑ sˈorʔat az xiˈɑbˈɑnhˈɑje xalvˈate hˈuːmeːjˈe ʃˈahr miɡozˈarad
 004 | رَبیعْ کِ هَمْ تَرْسیدِ  | rˈabiʔ kˈeː hˈam tarsˈideː
 005 | وَ هَمْ دِلَشْ بِ حالِ خُدَشْ میسوزَدْ  | vˈa hˈam dˈelaʃ beː hˈɑle xˌodaʃ misˈuzad
 006 | دَرْ اینْ فِکْرْ اَسْتْ کِ  | dˈar iːn fˈekr ˈast kˈeː
 007 | با یِ دیوانِ اِزْدِواجْ کَرْدَمْ  | bɑ jˈeː divˈɑneː ezdˈevɑdʒ kˈardam
 008 | شَریکِ زِنْدِگی‌اَشْ هَمْ کِ کَمْتَرْ اَزْ او عَصَبانی نیسْتْ تا جایی کِ می‌شَوَدْ  | ʃarˈike zˈendeɡˌiaʃ hˈam kˈeː kˈamtar az ˈuː ˌasabˈɑni nˈist tɑː dʒˌɑiː kˈeː miʃavˈad
 009 | دَرْ صَنْدَلیِ عَقَبِ ماشینْ اَزْ او فاصِلِ گِرِفْتِ_اَسْتْ  | dˈar sˌandalˈie aːq1ˈabe mˈɑʃin az ˈuː fˈɑselˌeː ɡerˈefteː ˈast
 010 | اینْ نُعْ اِخْتِلافِ زِناشویی  | iːn nˈoʔ ˌextelˈɑfe zˌenɑʃˈuiː
 011 | کِ رَبیعْ اَکْنونْ دَرْگیرَشْ شُدِ  | kˈeː rˈabiʔ ˈaːknuːn darɡˈiraʃ ʃˈodeː
 012 | دَرْ تَخَیُّلَشْ نِمیگُنْجَدْ  | dˈar tˌaxajjˈolaʃ nˈemiɡˌondʒad
 013 | او اُصولَنْ هَمیشِ بَرایِ مُخالِفَتْ  | ˈuː osˈulan hamˈiʃeː bˌarɑjˈe mˌoxɑlˈefat
 014 | گُفْتُگو وَ مُصالِحِ آمادِ اَسْتْ  | ɡoftˈoɡu vˈa mˌosɑlˈeheː ˈɑmˈɑdeː ˈast
 015 | اَمّا نه دَرْ اینْ مُرِدْ کِ حِماقَتِ مَحْضْ اَسْتْ  | ˈammˌɑ nˈa dˈar iːn mˈored kˈeː hˌemɑq1ˈate mˈahz ˈast
 016 | چِنینْ مُشاجِرِ‌یِ بَدی  | tʃˈenin mˌoʃɑdʒˈereːjˈe bˈadi
 017 | بَرْ سَرِ مُضوعی بِ اینْ بی اَهَمّیَتی را  | bar sˈare mozˈuːi beː iːn bi ˌahammiːjˈati rˈɑ
 018 | نه جایی خانْدِ  | nˈa dʒˌɑiː xˈɑndeː
 019 | وَ نه اَزْ کَسی شِنیدِ  | vˈa nˈa az kˈasi ʃenˈideː
 020 | اینْکِ می‌دانَدْ کِرِسْتِنْ  | ˈinkeː midˈɑnad kerˈesten
 021 | تا بَخْشِ دُوُّمِ شامْ سَرِ سَنْگینْ خاهَدْ_بودْ  | tɑː bˈaxʃe dovvˈome ʃˈɑm sˈare sˈanɡin xˈɑhad bˈuːd
 022 | وَ اَزْ او فاصِلِ خاهَدْ_گِرِفْتْ  | vˈa az ˈuː fˈɑselˌeː xˈɑhad ɡˈereft
 023 | تَنْها بِ خَشْمَشْ می‌اَفْزایَدْ  | tˈanhɑ beː xˈaʃmaʃ miafzˈɑjad
 024 | بِ رانَنْدِ‌یِ آرامْ وَ ساکِتْ نِگاهْ می‌کُنَدْ  | beː rˈɑnandˌejˈe ˈɑrˈɑm vˈa sˈɑket nˈeɡɑh mikˈonad
 025 | اَزْ پَرْچَمِ کوچَکِ پِلاسْتیکی  | az partʃˈame kuːtʃˈake pˌelɑstˈiki
