 000 | یادْ دادَنْ وَ یادْ گِرِفْتَنْ  | jˈɑd dˈɑdan vˈa jˈɑd ɡerˈeftan
 001 | صَفْحِ‌یِ صَدْ وَ پَنْجْ  | sˈafheːjˈe sˈad vˈa pˈandʒ
 002 | رَبیعْ شُغْلَشْ را اَزْ دَسْتْ نِمی‌دَهَدْ  | rˈabiʔ ʃˈoq1laʃ rɑ az dˈast nˌemidˈahad
 003 | هَرْچَنْدْ هَنوزْ هَمْ اَمْنیَتِ شُغْلیِ مُناسِبی نَدارَدْ  | hˈartʃand hˈanuz hˈam ˈaːmniːjˌate ʃoq1lˈie mˌonɑsˈebi nˈadɑrˌad
 004 | اَکْثَرِ دوسْتانِ او وَ کِرِسْتِنْ اِزْدِواجْ می‌کُنَنْدْ  | ˈaːksarˌe dustˈɑne ˈuː vˈa kerˈesten ezdˈevɑdʒ mikˈonand
 005 | وَ کَمْ کَمْ بَچِّ‌دارْ می‌شَوَنْدْ  | vˈa kˈam kˈam batʃtʃˈeːdˈɑr miʃˈavand
 006 | وَ بِ تَدْریجِ رَوابِطِ اِجْتِماعیِ آنانْ  | vˈa beː tadrˈidʒe rˌavɑbˈete ˌedʒtemˈɑʔˈie ˈɑnˈɑn
 007 | بیشْتَرْ بَرْ زوجْهایِ دیگَرْ مُتِمَرْکِزْ می‌شَوَدْ  | bˈiʃtar bar zuːdʒhˈɑje dˈiɡar mˌotemˈarkez miʃavˈad
 008 | شِشْ زُجْ یا بیشْتَرْ هَسْتَنْدْ کِ بِ صورَتِ دُرِ‌ای با هَمْ مُعاشِرَتْ میکُنَنْدْ  | ʃˈeʃ zˈoːdʒ jɑː bˈiʃtar hˈastand kˈeː beː surˈate dˈoreːiː bɑ hˈam mˌoʔɑʃˈerat mikˈonand
 009 | وَ مَعْمولَنْ دَرْ تَعْطیلاتِ آخَرِ هَفْتِ  | vˈa maʔmˈulan dˈar tˌaʔtilˈɑte ɑxˈare hˈafteː
 010 | بَرایِ عَصْرانِ یا نَهارْ  | bˌarɑjˈe aːsrˈɑneː jɑː nˈahˈɑr
 011 | با بَچِّ‌هایِشانْ دَرْ خانِ‌یِ هَمْدیگَرْ جَمْعْ می‌شَوَنْدْ  | bɑ batʃtʃˈeːhɑjˈeʃɑn dˈar xˈɑneːjˈe hamdˈiɡar dʒˈamʔ miʃˈavand
 012 | جَمْعَشانِ صَمیمی وَ گَرْمْ اَسْتْ  | dʒˌamʔaʃˈɑne samˈimi vˈa ɡˈarm ˈast
 013 | اَلْبَتِّ  | albˈatteː
 014 | دَرْ لایِ‌هایِ زیرینْ  | dˈar lˈɑjehɑjˈe zˈirin
 015 | با مِقْدارِ نِسْبَتَنْ زیادی فَخْرْفُروشی  | bɑ meq1dˈɑre nesbˈatan ziˈɑdi fˌaxrforˈuʃi
 016 | وَ چِشْمْ وَ هَمْ چِشْمی  | vˈa tʃˈeʃm vˈa hˈam tʃˈeʃmi
 017 | کِنایِ‌هایِ رِقابَت‌جویانِ‌یِ  | kenˈɑjeːhɑjˈe req1ˈɑbatdʒujˈɑneːjˈe
 018 | راجِعْ بِ مَسائِلِ اینْچِنینی  | rˈɑdʒeʔ beː masˈɑʔelˌe ˌintʃenˈini
 019 | دَرْ جَمْعَشانِ فَراوانْ اَسْتْ شُغْلْ  | dˈar dʒˌamʔaʃˈɑne farˈɑvɑn ˈast ʃˈoq1l
 020 | تَفْریحْ دَرْ زَمانِ تَعْطیلاتْ  | tˈafrih dˈar zamˈɑne taʔtˈilɑt
 021 | بَرْنامِ‌هایِ بِهْسازیِ خانِ  | barnˈɑmeːhɑjˈe behsˈɑziˌe xˈɑneː
 022 | وَ زَمینِ‌یِ چینی بَرایِ مَراحِلِ مُهِمِ زِنْدِگیِ فَرْزَنْدانِ اَوَّلْ  | vˈa zamˈineːjˈe tʃˈini bˌarɑjˈe mˌarɑhˈele mˈohemˌe zˈendeɡˌie fˌarzandˈɑne ˈavval
 023 | رَبیعْ دَرْ قِبالِ اینْ رِقابَتْ وَ حِسابْ وَ کِتابْ اِمْتیازْها  | rˈabiʔ dˈar q1ebˈɑle iːn req1ˈɑbat vˈa hˈesɑb vˈa kˈetɑb ˌemtijˈɑzhɑ
 024 | مُضِعی بی اِعْتِنا بِ خُدْ می‌گیرَدْ  | moːzˈeʔi bi eʔtˈenɑ beː xod miɡˈirad
 025 | او رو راسْتْ بِ کِرِسْتِنْ اِعْتِرافْ می‌کُنَدْ  | ˈuː rˈu rˈɑst beː kerˈesten ˌeʔterˈɑf mikˈonad
 026 | کِ آنْها دَرْ مُقایِسِ با زُج‌هایِ دیگَرْ  | kˈeː ˌɑnhɑ dˈar mˌoq1ɑjˈeseː bɑ zˈoːdʒhɑjˈe dˈiɡar
 027 | دَرْ بالاتَرینْ سَطْحْ نیسْتَنْدْ  | dˈar bˈɑlɑtˌarin sˈath nˈistand
 028 | اَمّا بَعْدْ سَریعْ اِضافِ می‌کُنَدْ  | ˈammˌɑ bˈaʔd sˈariʔ ezˈɑfeː mikˈonad
 029 | کِ اینْ مُضوع اَصْلَنْ اَهَمّیَتی نَدارَدْ  | kˈeː iːn mˈozuː ˈaslan ˌahammiːjˈati nˈadɑrˌad
 030 | آنانْ بایَدْ اَزْ چیزی کِ دارَنْدْ راضی باشَنْدْ  | ˈɑnˈɑn bˈɑjad az tʃˈizi kˈeː dˈɑrand rˈɑzi bˈɑʃand
 031 | آنْها دَرْ روسْتاییِ کوچَکْ زِنْدِگی نِمی‌کُنَنْدْ  | ˌɑnhɑ dˈar ruːstˈɑiːˌe kˈuːtʃak zˈendeɡˌi nˌemikˈonand
 032 | کِ مَرْدُمْ پُشْتِ سَرِشانْ حَرْفِ مُفْتْ بِزَنَنْدْ  | kˈeː mˈardom pˈoʃte sarˈeʃɑn hˈarfe mˈoft bezˈanand
 033 | پَسْ می‌تَوانَنْدْ هَرْ طُرْ دِلِشانْ بِخاهَدْ زِنْدِگی کُنَنْدْ  | pˈas mitˈavɑnˌand har tˈor delˈeʃɑn bexˈɑhad zˈendeɡˌi kˈonand
 034 | ساعَتْ تَقْریبَنْ یِکْ صُبْحِ شَنْبِ اَسْتْ  | sˈɑʔat taq1rˈiban jˈek sˈobhe ʃˈanbeː ˈast
 035 | وَ آنْها دَرْ آشْپَزْخانِ  | vˈa ˌɑnhɑ dˈar ˌɑʃpazxˈɑne
 036 | مَشْغولِ تَمیزْ کَرْدَنِ ظَرْفْها هَسْتَنْدْ  | maʃq1ˈuːle tˈamiz kardˈane zˈarfhɑ hˈastand
 037 | کِ کِرِسْتِنْ می‌گویَدْ مُقِعِ سَرْوِ دِسِرْ مُتِوَجِّ شُدِ کُلُرْ وَ هَمْسَرَشْ کِریسْتُفِرْ  | kˈeː kerˈesten miɡˈujad moq1ˈeʔe sˈarve dˈeser mˌotevˈadʒdʒeː ʃˈodeː kˈolor vˈa hamsˈaraʃ kˌeristˈofer
 038 | قَرارْ اَسْتْ جایی را دَرْ یونانْ  | q1arˈɑr ˈast dʒˌɑiː rɑ dˈar jˈunɑn
 039 | بَرایِ کُلِ تابِسْتانْ اِجارِ کُنَنْدْ  | bˌarɑjˈe kˈole tˈɑbestˌɑn edʒˈɑreː kˈonand
 040 | ویلایی با اِسْتَخْرِ خُصوصی  | vilˈɑiː bɑ estˈaxre xosˈusi
 041 | وَ باغیِ نِسْبَتَنْ خُصوصی اَزْ دِرَخْتانِ زِیْتونْ  | vˈa bˈɑq1iˌe nesbˈatan xosˈusi az dˌeraxtˈɑne zˈejtun
 042 | کُلُرْ تَمامِ مُدَّتِ آنْجا خاهَدْ_بودْ  | kˈolor tamˈɑme mˌoddˈate ˈɑndʒˈɑ xˈɑhad bˈuːd
 043 | وَ کِریسْتُفِرْ رَفْتْ وَ آمَدْ می‌کُنَدْ  | vˈa kˌeristˈofer rˈaft vˈa ˈɑmad mikˈonad
 044 | کِرِسْتِنْ می‌گویَدْ  | kerˈesten miɡˈujad
 045 | اِنْگارْ کِ خارِجْ اَزْ اینْ جَهانْ اَسْتْ  | ˈenɡɑr kˈeː xˈɑredʒ az iːn dʒˈahɑn ˈast
 046 | وَلی واقِعَنْ  | vˈali vɑq1ˈeʔan
