 000 | اَزْ آنْ پَسْ  | az ɑn pˈas
 001 | صَفْحِ‌یِ یِ پَنْجاهْ وَ پَنْجْ  | sˈafheːjˈe jˈeː pandʒˈɑh vˈa pˈandʒ
 002 | مَسائِلِ اَحْمَقانِ  | masˈɑʔelˌe ˈaːhmaq1ˌɑneː
 003 | صَفْحِ‌یِ یِ پَنْجاهْ وَ هَفْتْ  | sˈafheːjˈe jˈeː pandʒˈɑh vˈa hˈaft
 004 | عَروسِ اِسْکاتْلَنْدی وَ دامادِ خاوَرِمیانِ ای  | arˈuse ˌeskɑtlˈandi vˈa dˈɑmˈɑde xˌɑvarˌemijˈɑneː ˈiː
 005 | دَرْ شَهْرِ عِشْقْ  | dˈar ʃˈahre ˈeːʃq1
 006 | بِ مُلاقاتِ مُرْدِگانِ قَبْرِسْتانِ پُرْلَشْزْ رَفْتَنْدْ  | beː mˌolɑq1ˈɑte mˌordeɡˈɑne q1ˌabrestˈɑne porlˈaʃz rˈaftand
 007 | آنْها بی هَدَفْ  | ˌɑnhɑ bi hˈadaf
 008 | بِ دُنْبالِ قَبْرِ ژانْ دوْبَرْنو میگَرْدَنْدْ  | beː donbˈɑle q1ˈabre ʒˈɑn dobˈarnuː miɡˈardand
 009 | وَ دَرْ نَهایَتْ بالایِ سَرِ اِدیتِ پیافْ  | vˈa dˈar nahˈɑjat bˈɑlɑjˌe sˈare edˈite piˈɑf
 010 | یِکْ سانْدِویچِ ژامْبوْنْ وَ پَنیرْ را  | jˈek sˌɑndevˈitʃe ʒˈɑmbon vˈa pˈanir rˈɑ
 011 | با هَمْ قِسْمَتْ میکُنَنْدْ وَ میخوْرَنْدْ  | bɑ hˈam q1ˈesmat mikˈonand vˈa mixˈorand
 012 | وَقْتی بِ اُتاقِ شانْ دَرْ هُتِلْ بَرْمی گَرْدَنْدْ  | vˈaq1ti beː otˈɑːq1e ʃˈɑn dˈar hˈotel bˈarmi ɡˈardand
 013 | رو تَخْتی را کِنارْ می‌زَنَنْدْ  | rˈu tˈaxti rɑ kenˈɑːr mizˈanand
 014 | حوْلِ ای پَهْنْ می‌کُنَنْدْ  | hˈoleː iː pˈahn mikˈonand
 015 | دَرْ بُشْقاب‌ها یِ کاغَذی  | dˈar bˈoʃq1ɑbhɑ jˈe kɑq1ˈazi
 016 | وَ با کُمَکِ چَنَگْلَهایِ پِلاسْتیکی  | vˈa bɑ komˈake tʃˌanaɡlahˈɑje pˌelɑstˈiki
 017 | لابِسْتَرْ مَزِ‌یِ دارْ شُدِ_ای را میخوْرَنْدْ  | lˈɑbestˌar mˈazeːjˈe dˈɑr ʃˈodeː iː rɑ mixˈorand
 018 | کِ صِیْدِ بِریتانیایی بودِ  | kˈeː sˈejde bˌeritˌɑniˈɑiː bˈuːdeː
 019 | وَ اَزْ پُشْتِ ویتْرینِ یِکْ مَغازِ‌یِ اَغْذیِ‌یِ آمادِ  | vˈa az pˈoʃte vitrˈine jˈek maq1ˈɑzeːjˈe ˈaːq1zijˌejˈe ˈɑmˈɑdeː
 020 | دَرْ خیابانِ شَرَشْمیدی بِ آنْها چِشْمَکْ زَدِ_بودْ  | dˈar xiˈɑbɑnˌe ʃˌaraʃmˈidi beː ˌɑnhɑ tʃˈeʃmak zˈadeː bˈuːd
 021 | روبِرویِ هُتِلِ آنْها  | rˌuberujˈe hotˈele ˈɑnhɑ
 022 | بوتیکِ بَچِّ‌یِ گانِ شیکی اَسْتْ کِ ژاکَتْ وَ روپوشِ گَرانْقیمَتْ میفُروشَدْ  | buːtˈike batʃtʃˈeːjˈe ɡˈɑneː ʃˈiki ˈast kˈeː ʒˈɑkat vˈa rupˈuʃe ɡarˈɑnq1imˌat miforˈuʃad
 023 | یِکْ روزْ بعَداَزْظُهْرْ کِ رَبیعْ دَرْ حَمّامْ اَسْتْ  | jˈek rˈuːz badˈazzohr kˈeː rˈabiʔ dˈar hˈammɑm ˈast
 024 | کِرِسْتِنِ سَری بِ آنْجا می‌زَنَدْ  | kˌerestˈene sˈari beː ˈɑndʒˈɑ mizˈanad
 025 | وَ با دابی بَرْمی گَرْدَدْ  | vˈa bɑ dˈɑbi bˈarmi ɡˈardad
 026 | هَیولایِ کوچَکِ پَشْمالویی  | hˌajulˈɑje kuːtʃˈake paʃmˈɑluːˌiː
