 000 | تَمایُلاتِ ناسازْگارْ  | tˌamɑjolˈɑte nɑsˈɑzɡˈɑr
 001 | صَفْحِ‌یِ صَدْ وَ نَوَدْ وَ یِکْ  | sˈafheːjˈe sˈad vˈa nˈavad vˈa jˈek
 002 | اَوَّلینْ چیزی کِ رَبیعْ می‌خواهَدْ اَمْنیَتْ اَسْتْ  | avvˈalin tʃˈizi kˈeː rˈabiʔ mixˈɑhad ˈaːmniːjˌat ˈast
 003 | فَضایِ شَنْبِ‌شَب‌ها دَرْ زِمِسْتانْ  | fazˈɑje ʃˈanbeːʃˈabhɑ dˈar zemˈestɑn
 004 | اَغْلَبْ بِ طوْرِ خاصی گَرْمْ وَ دوسْتانِ اَسْتْ  | ˈaːq1lab beː tˈore xˈɑsi ɡˈarm vˈa dustˈɑneː ˈast
 005 | هَرْ چاهارْ نَفَرْ آنْها دورِ میزْ می‌نِشینَنْدْ  | har tʃˈɑhɑr nˈafar ˌɑnhɑ dˈuːre mˈiz mineʃˈinand
 006 | وَ پاسْتایی را کِ کِرِسْتِنِ پُخْتِ می‌خوْرَنْدْ  | vˈa pˈɑstˈɑiː rɑ kˈeː kˌerestˈene pˈoxteː mixˈorand
 007 | ویلیامْ هَرْ هَرْ می‌خَنْدَدْ  | vˌiliˈɑm har har mixˈandad
 008 | وَ اِسْتِرْ آوازْ می‌خوانْدْ  | vˈa ˈester ˈɑvˈɑz mixˈɑnd
 009 | بیرونْ تاریکْ اَسْتْ رَبیعْ  | bˈiruːn tˈɑrik ˈast rˈabiʔ
 010 | نانِ جویِ آلْمانیِ مَحْبوبَشْ را می‌خوْرْدْ  | nˈɑne dʒˈuːje ˌɑlmɑnˈie mahbˈuːbaʃ rɑ mixˈord
 011 | بَعْدْ  | bˈaʔd
 012 | نوْبَتِ بازی مونوپَلیسْتْ  | noːbˈate bˈɑzi mˌuːnuːpˈalist
 013 | وَ جَنْگْ با مُتَکّا وَ حَمّامْ وَ قِصِّ  | vˈa dʒˈanɡ bɑ motˈakkɑ vˈa hˈammɑm vˈa q1ˈesseː
 014 | وَ خوابِ بَچّه‌ها  | vˈa xˈɑbe batʃtʃˈeːhˈɑ
 015 | کِرِسْتِنْ وَ رَبیعْ هَمْ بِ تَخْتِ خوابْ می‌رَوَنْدْ  | kerˈesten vˈa rˈabiʔ hˈam beː tˈaxte xˈɑb mirˈavand
 016 | تا فیلْمْ بِبینَنْدْ  | tɑː fˈilm bebˈinand
 017 | مِثْلِ آنْ اَوایِلْ زیرِ لَحافِ دَسْتانِ هَمْدیگَرْ را گِرِفْتَنْدْ  | mˈesle ɑn avˈɑjel zˈire lahˈɑfe dastˈɑne hamdˈiɡar rɑ ɡerˈeftand
 018 | گَرْچِ حالا بَقیِ‌یِ ماجَرا خُلاصِ می‌شَوَدْ  | ɡˌartʃe hˈɑlɑ baq1ˈijeːjˈe mɑdʒˈarɑ xolˈɑseː miʃavˈad
 019 | دَرْ یِکْ بوسِ‌یِ کوتاهْ هوْلَکی  | dˈar jˈek bˈuːseːjˈe kuːtˈɑh hoːlˈaki
 020 | وَقْتی تیتْراژِ پایانیِ فیلْمْ پَخْشْ می‌شَوَدْ  | vˈaq1ti titrˈɑʒe pˈɑjɑnˌie fˈilm pˈaxʃ miʃavˈad
 021 | وَ هَرْ دوْ دَهْ دَقیقِ‌یِ بَعْدْ بِ خوابِ فُرو رَفْتِ‌  | vˈa har dˈo dˈah daq1ˈiq1eːjˈe bˈaʔd beː xˈɑbe fˈoru rˈafteː
 022 | اَنْدْ خاطِرْجَمعْ لایِ پَتو  | and xɑtˈerdʒam lˈɑje pˈatuː
 023 | وَلی رَبیعْ  | vˈali rˈabiʔ
 024 | دِلَشْ ماجَراجویی هَمْ میخواهَدْ  | dˈelaʃ mˌɑdʒarɑdʒˈuiː hˈam mixˈɑhad
 025 | ساعَتِ شِشْ وَ نیمْ یِکی اَزْ آنْ عَصَرْهایِ عالیِ تابِسْتانیِ نادِرْ  | sɑʔˈate ʃˈeʃ vˈa nˈim jˈeki az ɑn ˌaːsarhˈɑje ˈɑliˌe tˈɑbestˌɑniˌe nˈɑder
 026 | دَرْ اَدینْبَروسْتْ  | dˈar ˈaːdinbˌaruːst
 027 | وَ خیابان‌هایِ شَهْرْ  | vˈa xiˈɑbɑnhɑjˈe ʃˈahr
 028 | بویِ ماشینْ وَ قَهْوِ  | bˈuːje mˈɑʃin vˈa q1ˈahveː
 029 | وَ خوْراکی‌هایِ سُرْخ‌شُدِ  | vˈa xorˈɑkihɑjˈe sˈorxʃˈodeː
 030 | وَ سَنْگ‌فَرْشِ داغْ وَ هَم‌آغوشی می‌دَهَدْ  | vˈa sˈanɡfˈarʃe dˈɑq1 vˈa hˈamˈɑq1uːʃˌi midˈahad
 031 | پیادِ‌روها پُرْ اَزْ آدَم‌هاییسْتْ کِ پیراهَنِ طَرْح‌دارِ نَخی  | piˈɑdeːrˈuhɑ pˈor az ˈɑdamhˈɑiːst kˈeː pirˈɑhanˌe tˈarhdˈɑre nˈaxi
 032 | وَ شَلْوارَجینِ آزادْ پوشیدِ‌اَنْدْ  | vˈa ʃalvˈɑradʒˌine ˈɑzˈɑd puːʃˈideːˈand
 033 | آدَم‌هایِ عاقِلْ وَ فَهْمیدِ  | ˈɑdamhɑjˈe ˈɑq1el vˈa fahmˈideː
