 000 | « صَفْحِ‌یِ دِویسْتْ وَ نه  | sˈafheːjˈe dˈevist vˈa nˈa
 001 | اِدامِ‌یِ نَظَریِ‌یِ دِلْبَسْتِگی  | edˈɑmeːjˈe nˈazarˌijejˈe delbˈasteɡˌi
 002 | اَمّا خانُمِ فَرْبَرَنْ  | ˈammˌɑ xɑnˈome farbˈaran
 003 | دوسْتْ نَدارَدْ تَحْتِ فِشارْ قَرارْ بِگیرَدْ  | dˈuːst nˈadɑrˌad tahtˈe fˈeʃɑr q1arˈɑr beɡˈirad
 004 | تا اَزْ کَسی طَرَفْداری کُنَدْ  | tɑː az kˈasi tˌarafdˈɑri kˈonad
 005 | اینْ بَخْشی اَزْ نُبوغِ اوسْتْ  | iːn bˈaxʃi az nobˈuq1e ˈuːst
 006 | او اَهَمّیَتْ نِمی‌دَهَدْ کِ شَخْصِ حَقْ را بِ خُدَشْ بِدَهَدْ  | ˈuː ˌahammˈiːjat nˌemidˈahad kˈeː ʃˈaxse hˈaq1 rɑ beː xˌodaʃ bedˈahad
 007 | بَلْکِ می‌خاهَدْ بِفَهْمَدْ هَرْ کُدامْ چِ حِسی دارَنْدْ  | bˈalkeː mixˈɑhad befˈahmad har kˈodɑm tʃeː hˈesi dˈɑrand
 008 | وَ سِپَسْ مُطْمَئِنْ شَوَدْ کِ طَرَفِ مُقابِلِ  | vˈa sˈepas mˈotmˌaen ʃavˈad kˈeː tarˈafe mˌoq1ɑbˈele
 009 | آنْ حِسْ را هَمْدِلانِ دَرْکْ می‌کُنَدْ  | ɑn hˈes rɑ hˌamdelˈɑne dˈark mikˈonad
 010 | اَزْ رَبیعْ می‌پُرْسَدْ  | az rˈabiʔ mipˈorsad
 011 | اینْطُرْ مَواقِعْ کِ کِرِسْتِنْ زیادْ چیزی نِمی‌گَهْ  | ˈintoːr mavˈɑq1eʔ kˈeː kerˈesten ziˈɑd tʃˈizi nˌemiɡˈah
 012 | بِهِشْ چِ حِسی داری  | bˈeheʃ tʃeː hˈesi dˈɑri
 013 | رَبیعْ فِکْرْ می‌کُنَدْ چِ سُؤالْ بیخُدی  | rˈabiʔ fˈekr mikˈonad tʃeː soʔˈɑl bixˈodi
 014 | ناراحَتی شَبِ قَبْلْ  | nɑrˈɑhatˌi ʃˈabe q1ˈabl
 015 | دُبارِ دارَدْ دَرْ او اِحْیا می‌شَوَدْ  | dobˈɑreː dˈɑrad dˈar ˈuː ˈehjɑ miʃavˈad
 016 | دَقیقَنْ هَمونْ حِسی رو دارَمْ کِ شُما اِنْتِظارْ داریدْ  | daq1ˈiq1an hˈamun hˈesi rˈu dˈɑram kˈeː ʃˈomɑ ˌentezˈɑr dˈɑrid
 017 | اینْکِ اونْ وَحْشَتْناکِ  | ˈinkeː ˈuːn vˌahʃatnˈɑkeː
 018 | کِرِسْتِنْ مُداخِلِ می‌کُنَدْ وَ می‌گویَدْ  | kerˈesten mˌodɑxˈeleː mikˈonad vˈa miɡˈujad
 019 | وَحْشَتْناکْ  | vahʃˈatnɑk
 020 | فَقَطْ بِ اینْ خاطِرْ کِ هَمونْ چیزی رو نَمیگَمْ کِ تُ می‌خایِ بِشِنَوی وَحَشَتَناکَمِ  | fˈaq1at beː iːn xˈɑter kˈeː hˈamun tʃˈizi rˈu nˈamiɡˌam kˈeː tˈo mixˈɑje bˌeʃenˈavi vˌahaʃˌatanˈɑkamˌe
 021 | خانُمِ فَرْبَرَنْ می‌گویَدْ  | xɑnˈome farbˈaran miɡˈujad
 022 | یِ لَحْظِ لُطْفَنْ اِجازِ بِدِ کِرِسْتِنْ  | jˈeː lˈahzeː lˈotfan edʒˈɑzeː bˈedeː kerˈesten
 023 | میخامْ کَمی بیشْتَرْ اِحْساساتِ رَبیعْ رو دَرْ چِنینْ مَواقِعی بَرْرَسی کُنَمْ  | mixˈɑm kˈami bˈiʃtar ˌehsɑsˈɑte rˈabiʔ rˈu dˈar tʃˈenin mavˈɑq1eʔˌi barrˈasi kˈonam
 024 | وَقْتی فِکْرْ می‌کُنی  | vˈaq1ti fˈekr mikˈoni
 025 | کِرِسْتِنِ تُ رو مایوسْ کَرْدِ  | kˌerestˈene tˈo rˈu mˈɑjus kˈardeː
 026 | چِ حِسی داری  | tʃeː hˈesi dˈɑri
 027 | رَبیعْ بی آنْکِ تَحَمُّلْ کُنَدْ  | rˈabiʔ bi ˈɑnkeː tahˈammol kˈonad
 028 | اِجازِ می‌دَهَدْ بَرایِ یِکْبارْ هَمْ کِ شُدِ  | edʒˈɑzeː midˈahad bˌarɑjˈe jekbˈɑr hˈam kˈeː ʃˈodeː
 029 | ناخُدآگاهَشْ بِ جایِ او حَرْفْ بِزَنَدْ  | nɑxˈodɑːɡˌɑhaʃ beː dʒˌɑje ˈuː hˈarf bezˈanad
 030 | تَرْسِ رَهاشْدِگیِ دَرْمانْدِگی  | tˈarse rahˈɑʃdeɡˌie darmɑndˈeɡi
 031 | اَکْنونْ سُکوتْ بَرْقَرارْ شُدِ_اَسْتْ  | ˈaːknuːn sˈokuːt barq1arˈɑr ʃˈodeː ˈast
 032 | اَغْلَبْ بَعْدْ اَزْ اینْکِ یِکی اَزْ آنْها حَرْفِ مُهِمی می‌زَنَدْ چِنینْ اَسْتْ  | ˈaːq1lab bˈaʔd az ˈinkeː jˈeki az ˌɑnhɑ hˈarfe mˈohemˌi mizˈanad tʃˈenin ˈast
 033 | اِحْساسِ تَنْهایی میکُنَمْ  | ehsˈɑse tanhˈɑiː mikˈonam
 034 | اِحْساسِ بی‌اَرْزِشی میکُنَمْ  | ehsˈɑse biarzˈeʃi mikˈonam
 035 | اِحْساسْ میکُنَمْ  | ˈehsɑs mikˈonam
 036 | اونْ کَمْتَرینْ اَهَمّیَتی بِ مَنْ نِمی‌دَهْ  | ˈuːn kˈamtarˌin ˌahammiːjˈati beː man nˌemidˈah
 037 | رَبیعْ ساکِتْ می‌شَوَدْ  | rˈabiʔ sˈɑket miʃavˈad
 038 | شایَدْ غِیْرِمُنْتَظِرِ اَسْتْ  | ʃˈɑjad q1ˈejremˌontazˌereː ˈast
 039 | اَمّا اَشْکْ دَرْ چَشْمانَشْ جَمْعْ شُدِ_اَسْتْ  | ˈammˌɑ ˈaʃk dˈar tʃaʃmˈɑnaʃ dʒˈamʔ ʃˈodeː ˈast
 040 | خانُمِ فَرْبَرَنْ  | xɑnˈome farbˈaran
 041 | با لَحْنی خُنْثاْ اَمّا مُشْتاقِ شِنیدَنْ می‌گویَدْ  | bɑ lˈahni xˈonsɑ ˈammˌɑ moʃtˈɑq1e ʃenˈidan miɡˈujad
 042 | ظاهِرَنْ سَخْتِ  | zɑhˈeran sˈaxteː
 043 | کِرِسْتِنْ می‌گویَدْ  | kerˈesten miɡˈujad
 044 | وَلی بِ نَظَرِ مَنْ نِمی‌رُسِ تَرْسیدِ باشِ  | vˈali beː nˈazarˌe man nˌemirˈoseː tarsˈideː bˈɑʃeː
 045 | کَسی کِ دادْ میزَنِ وَ بِ هَمْسَرَشْ فُحْشْ میدِ  | kˈasi kˈeː dˈɑd mizˈaneː vˈa beː hamsˈaraʃ fˈohʃ mˈideː
 046 | بِ نَظَرِ نِمی‌رُسِ کانْدیدایِ خوبی  | beː nˈazarˌe nˌemirˈoseː kˈɑndidˈɑje xˈuːbi
 047 | بَرایِ کَسْبِ عُنْوانِ بَرِ‌یِ کوچولویِ بی‌چارِ‌یِ تَرْسیدِ باشِ  | bˌarɑjˈe kˈasbe onvˈɑne bˌareːjˈe kˌuːtʃuːluːjˈe bitʃˈɑreːjˈeː tarsˈideː bˈɑʃeː
 048 | خانُمْ فَرْبَرَنْ  | xˈɑnom farbˈaran
 049 | مُشْکِلْ را با اَنْبُرِ دَرْمانیِ خُدْ مُحْکَمْ گِرِفْتِ  | mˈoʃkel rɑ bɑ anbˈore dˌarmɑnˈie xod mˈohkam ɡerˈefteː
 050 | وَ نِمی‌گُذارَدْ اَزْ دَسْتَشْ دَرْ بِرَوَدْ  | vˈa nˌemiɡozˈɑrad az dˈastaʃ dˈar berˈavad
 051 | رِوالِ خاصی وُجودْ دارَدْ  | revˈɑle xˈɑsi vˈodʒuːd dˈɑrad
 052 | رَبیعْ دَرْ مَواقِعی کِ اِحْتیاجْ بِ حِمایَتْ  | rˈabiʔ dˈar mavˈɑq1eʔˌi kˈeː ehtˈijɑdʒ beː hemˈɑjat
 053 | وَ اِطْمینانِ خاطِرْ دارَدْ  | vˈa ˌetminˈɑne xˈɑter dˈɑrad
 054 | کِرِسْتِنْ را سَرْدْ وَ دَرْ خُدِ فُرو رَفْتِ می‌یابَدْ  | kerˈesten rɑ sˈard vˈa dˈar xˌode fˈoru rˈafteː mijˈɑbad
 055 | او میتَرْسَدْ عَصَبانی می‌شَوَدْ  | ˈuː mitˈarsad ˌasabˈɑni miʃavˈad
 056 | وَ بَعْدْ کِرِسْتِنْ را حَتّا بیشْتَرْ دَرْ خُدْ فُرورَفْتِ می‌یابَدْ  | vˈa bˈaʔd kerˈesten rɑ hˌattˈɑ bˈiʃtar dˈar xod fˌorurˈafteː mijˈɑbad
 057 | اینْ تَرْسْ وَ عَصَبانیَتْ بیشْتَرْ می‌شَوَدْ  | iːn tˈars vˈa ˌasabɑnˈijjat bˈiʃtar miʃavˈad
 058 | وَ فاصِلِ نیزْ بیشْتَرْ  | vˈa fˈɑselˌeː nˈiz bˈiʃtar
 059 | کِرِسْتِنِ او را بِ عُنْوانِ فَرْدی خُدْبینْ وَ زورْگو میبینَدْ  | kˌerestˈene ˈuː rɑ beː onvˈɑne fˈardi xˌodbin vˈa zˈuːrɡu mibˈinad
 060 | گُذَشْتِ کِرِسْتِنْ بِ او آموخْتِ کِ مَرْدْها  | ɡozˈaʃteː kerˈesten beː ˈuː ɑmˈuxteː kˈeː mˈardhɑ
 061 | تَمایُلِ ذاتی  | tˌamɑjˈole zˈɑti
 062 | بِ رَفْتارِ سُلْطِ‌گَرایانِ دارَنْدْ  | beː raftˈɑre sˈolteːɡarˈɑjɑnˌeː dˈɑrand
 063 | وَ اینْکِ اینْ زَنْ اَسْتْ کِ بایَدْ با قُدْرَتْ وَ جِدّیَتِ  | vˈa ˈinkeː iːn zˈan ˈast kˈeː bˈɑjad bɑ q1odrˈat vˈa dʒˌeddijˈate
 064 | جُلُیِ اینْ رَفْتارْ بَأْیْسْتَدْ  | dʒˌolojˈe iːn raftˈɑr bˈaʔjstad
 065 | اِمْکانِ بَخْشِشْ دَرْ اینْ مَواقِعْ وُجودْ نَدارَدْ  | emkˈɑne bˈaxʃeʃ dˈar iːn mavˈɑq1eʔ vˈodʒuːd nˈadɑrˌad
 066 | اَمّا دَرْ رَبیعْ هیچْ قُدْرَتی وُجودْ نَدارَدْ  | ˈammˌɑ dˈar rˈabiʔ hˈitʃ q1odrˈati vˈodʒuːd nˈadɑrˌad
 067 | او کِ با بی اِعْتِنایی آشْکارْ کِرِسْتِنِ تَحْقیرْ شُدِ  | ˈuː kˈeː bɑ bi ˌeʔtenˈɑiː ˈɑʃkɑr kˌerestˈene tˈahq1ir ʃˈodeː
 068 | فَقَطْ دَسْتْ وَ پا می‌زَنَدْ  | fˈaq1at dˈast vˈa pˈɑ mizˈanad
 069 | دَرْمانْدِ وَ ناتَوانْ  | darmˈɑndeː vˈa nɑtˈavɑn
 070 | بَنابَراینْ تَأَسُّف‌آوَرْ وَ حَتّا تَقْریبَنْ فاجِعِ اَسْتْ  | bˌanɑbˈarin taʔˈassofˈɑvar vˈa hˌattˈɑ taq1rˈiban fˈɑdʒeʔˈeː ˈast
 071 | کِ نَحْوِ‌یِ واکُنِشْ نِشانْ دادِنِ رَبیعْ بِ نُقاطِ ضَعْفَشْ  | kˈeː nahvˈejˈe vɑkˈoneʃ nˈeʃɑn dˈɑdenˌe rˈabiʔ beː noq1ˈɑte zˈaʔfaʃ
 072 | بِ گونِ‌ایسْتْ کِ کامِلَنْ آنْ ضَعْف‌ها را می‌پوشانْدْ  | beː ɡˈuneːˈiːst kˈeː kɑmˈelan ɑn zˈaʔfhɑ rɑ mipuːʃˈɑnd
 073 | وَ باعِثْ می‌شَوَدْ  | vˈa bˈɑʔes miʃavˈad
 074 | کَسی را کِ شَدیدَنْ بِ دِلْداری‌اَشْ نیازْ دارَدْ  | kˈasi rɑ kˈeː ʃadˈidan beː deldˈɑriaʃ nˈijɑz dˈɑrad
 075 | اَزْ خُدْ بِرانَدْ  | az xod berˈɑnad
 076 | اَمّا اَکْنونْ  | ˈammˌɑ ˈaːknuːn
 077 | یِکْ بارْ دَرْ هَفْتِ‌  | jˈek bˈɑr dˈar hˈafteː
 078 | یِ چاهارْشَنْبِ‌ها ظُهْرْ  | jˈe tʃˌɑhɑrʃˈanbeːhɑ zˈohr
 079 | فُرْصَتی پیشْ می‌آیَدْ  | forsˈati pˈiʃ miˈɑjad
 080 | کِ اینْ چَرْخِ‌یِ ناپَسَنْدْ مُتِوَقِّفْ شَوَدْ  | kˈeː iːn tʃˈarxeːjˈe nɑpˌasand mˌotevˈaq1q1ef ʃavˈad
 081 | خانُمِ فَرْبَرَنْ اَزْ کِرِسْتِنْ  | xɑnˈome farbˈaran az kerˈesten
 082 | دَرْ بَرابَرِ آزارِ رَبیعْ مُحافِظَتْ می‌کُنَدْ  | dˈar bˌarɑbˈare ˈɑzˈɑre rˈabiʔ mˌohɑfˈezat mikˈonad
 083 | وَ اَزْ رَبیعْ  | vˈa az rˈabiʔ
 084 | دَرْ بَرابَرِ سَرْدی وَ دَرون‌گَراییِ کِرِسْتِنْ  | dˈar bˌarɑbˈare sˈardi vˈa dˈarunɡarˈɑiːˌe kerˈesten
 085 | اَزْ هَرْ یِکْ اَزْ آن‌ها خاسْتِ_می‌شَوَدْ با دِقَّتْ  | az har jˈek az ɑnhɑ xˈɑsteː miʃavˈad bɑ dˈeq1q1at
 086 | بِ زیرْ ظاهِرِ آزارْدَهَنْدِ‌یِ دیگَری نِگاهْ کُنَنْدْ  | beː zˈir zˈɑherˌe ˈɑzˈɑrdahˌandeːjˈe dˈiɡarˌi nˈeɡɑh kˈonand
 087 | تا کودَکْ دَرونِ تَرْسیدِ وَ مَفْلوکْ را بِبینَنْدْ  | tɑː kˈuːdak darˈune tarsˈideː vˈa mˈafluːk rɑ bebˈinand
 088 | خانُمِ فَرَبْرَنِ  | xɑnˈome fˌarabrˈane
 089 | هَرْ زَمانْ کِ اِحْساسْ کُنَدْ  | har zamˈɑn kˈeː ˈehsɑs kˈonad
 090 | مُراجِعِ‌یِ کُنَنْدِ‌اَشْ دَرْ شَرَفِ دَسْت‌یابی بِ بینِشی خاصْ اَسْتْ  | mˌorɑdʒˈeʔeːjˈe konˈandeːaʃ dˈar ʃarˈafe dˈastjˈɑbi beː binˈeʃi xˈɑs ˈast
 091 | خَطَرْ می‌کُنَدْ وَ مُسْتَقیم‌تَرْ وارِدِ صُحْبَتْ می‌شَوَدْ  | xˈatar mikˈonad vˈa mostˈaq1imtar vˈɑredˌe sˈohbat miʃavˈad
 092 | کِرِسْتِنْ  | kerˈesten
 093 | فِکْرْ می‌کُنی دادْزَدَنْ وَ گاهی فُحْش‌دادَنْ  | fˈekr mikˈoni dˈɑdzadˌan vˈa ɡˈɑhi fˈohʃdˈɑdan
 094 | کارْهایی هَسْتَنْدْ کِ یِ مَرْدِ قَوی اَنْجامْ می‌دَهْ  | kɑrhˈɑiː hˈastand kˈeː jˈeː mˈarde q1ˈavi ˈaːndʒˈɑm midˈah
 095 | او می‌دانَدْ چِطُرْ آرامْ آرامْ پیشْ بِرَوَدْ  | ˈuː midˈɑnad tʃˈetor ˈɑrˈɑm ˈɑrˈɑm pˈiʃ berˈavad
 096 | عَناوینِ کِتاب‌هایِ داخِلِ قَفَسِ  | aːnˈɑvinˌe kˈetɑbhɑjˈe dˈɑxelˌe q1afˈaseː
 097 | مُمْکِنْ اَسْتْ گام‌هایِ نِسْبَتَنْ سَنْگینی طَلَبْ کُنَنْدْ  | mˈomken ˈast ɡˈɑmhɑjˈe nesbˈatan sanɡˈini tˈalab kˈonand
 098 | اَمّا دَرْ جَریانِ یِکْ جَلَسِ‌  | ˈammˌɑ dˈar dʒˌarijˈɑne jˈek dʒalˈaseː
 099 | یِ اینْ رَوان‌دَرْمانْگَرْ کوتولِ  | jˈe iːn ravˈɑndarmˈɑnɡar kuːtˈuːleː
 100 | مِثْلِ بالِرین‌ها قَدَمْ بَرْمی‌دارَدْ  | mˈesle bˈɑlerˌinhɑ q1ˈadam bˈarmidˈɑrad
 101 | مُشْکِلاتْ بِیْنِ اینْ زُجْ  | mˈoʃkelˌɑt bˈejne iːn zˈoːdʒ
 102 | بِ هَم‌آغوشی هَمْ تَعْمیمْ می‌یابَدْ  | beː hˈamˈɑq1uːʃˌi hˈam tˈaʔmim mijˈɑbad
 103 | وَقْتی کِرِسْتِنْ خَسْتِ اَسْتْ یا حَواسَشْ سَرِ جایَشْ نیسْتْ رَبیعِ سَریعْ خِیْلی خِیْلی سَریعْ دُچارِ یاسْ می‌شَوَدْ  | vˈaq1ti kerˈesten xˈasteː ˈast jɑː havˈɑsaʃ sˈare dʒˌɑjaʃ nˈist rˌabiʔˈe sˈariʔ xˈejli xˈejli sˈariʔ dotʃˈɑre jˈɑs miʃavˈad
 104 | ذِهْنَشْ بِ سُرْعَتْ بِ اینْ نَتیجِ می‌رِسَدْ کِ خُدَشْ نیرویِ دافِعِ دارَدْ  | zˈehnaʃ beː sˈorʔat beː iːn nˈatidʒˌeː mirˈesad kˈeː xˌodaʃ nˌiruːjˈe dˈɑfeʔˈeː dˈɑrad
 105 | اینْ حِسِ اِنْزِجارْ اَزْ خُدْ کِ اَزْ مُدَّتْها پیشْ اَزْ آمَدَنِ کِرِسْتِنْ  | iːn hˈese ˌenzedʒˈɑr az xod kˈeː az mˌoddˈathɑ pˈiʃ az ˈɑmadˌane kerˈesten
 106 | دَرْ رَبیعْ وُجودْ داشْتِ  | dˈar rˈabiʔ vˈodʒuːd dˈɑʃteː
 107 | یِکی اَزْ ویژِگیهایِ‌اَشْ اینْ اَسْتْ کِ می‌تَوانْ آنْ را بَرایِ دیگَرانْ شَرْحْ دادْ  | jˈeki az vˌiʒeɡihˈɑjeaʃ iːn ˈast kˈeː mitˈavɑn ɑn rɑ bˌarɑjˈe diɡˈarɑn ʃˈarh dˈɑd
 108 | حَتّا اَگَرْ مُضِعِ تُنْدی  | hˌattˈɑ ˌaɡˈar moːzˈeʔe tˈondi
