 000 | شُروعِ مُقَدَّسِ صَفْحِ‌یِ نوزْدَهْ  | ʃˌoruːʔˈe mˌoq1addˈase sˈafheːjˈe nˈuːzdah
 001 | دَرْ نَخُسْتینْ روزْهایِ بَعْدْ اَزْ اِزْدِواجْ  | dˈar naxˈostin ruːzhˈɑje bˈaʔd az ezdˈevɑdʒ
 002 | وَ اَلْبَتِّ دَرْ سال‌هایِ آیَنْدِ نیزْ هَمیشِ یِکْ سوالِ مُشابِهْ  | vˈa albˈatteː dˈar sˈɑlhɑjˈe ɑjˈandeː nˈiz hamˈiʃeː jˈek soˈɑle moʃˈɑbeh
 003 | اَزْ رَبیعْ وَ هَمْسَرَشْ پُرْسیدِ_خواهَدْ_شُدْ :  | az rˈabiʔ vˈa hamsˈaraʃ porsˈideː xˈɑhad ʃˈod
 004 | شُما دوْ نَفَرْ چِطوْرْ با هَمْ آشْنا شَدیدْ ؟ »  | ʃˈomɑ dˈo nˈafar tʃˈetor bɑ hˈam ˈɑʃnˈɑ ʃˈadid
 005 | کِ مَعْمولَاْ  | kˈeː maʔmˈulan
 006 | با شوْقِ طَبیعی وَ شورْ وَ اِشْتیاقِ هَمْدِلانِ پُرْسیدِ_می‌شَوَدْ .  | bɑ ʃˈoːq1e tˌabiʔˈi vˈa ʃˈuːr vˈa ˌeʃtijˈɑq1e hˌamdelˈɑne porsˈideː miʃavˈad
 007 | دَرْ اینْ مَواقِعْ  | dˈar iːn mavˈɑq1eʔ
 008 | زوْجْ بِ هَمْ نِگاهْ می‌کُنَنْدْ  | zˈoːdʒ beː hˈam nˈeɡɑh mikˈonand
 009 | گاهی با خِجالَتْ ، چوْنْ کُلِ میزْ بَرایِ شَنیدَنِ جَوابِ آنْها سُکوتْ کَرْدِ‌اَنْدْ )  | ɡˈɑhi bɑ xedʒˈɑlat tʃˈon kˈole mˈiz bˌarɑjˈe ʃˌanidˈane dʒavˈɑbe ˌɑnhɑ sˈokuːt kˈardeːˈand
 010 | تا مُشَخَّصْ شَوَدْ اینْ دَفْعِ کُدامْ شانِ ماجَرا را تَعْریفْ کُنَدْ .  | tɑː moʃˈaxxas ʃavˈad iːn dafʔˈeː kˈodɑm ʃˈɑne mɑdʒˈarɑ rɑ tˈaʔrif kˈonad
 011 | بَسْتِ بِ اَفْرادِ حاضِرْ  | bˈasteː beː ˈaːfrˈɑde hˈɑzer
 012 | مُمْکِنْ اَسْتْ با بَذْلِ وَ شوخی تَعْریفْ کُنَنْدْ یا اِحْساساتی .  | mˈomken ˈast bɑ bˈazleː vˈa ʃˈuːxi tˈaʔrif kˈonand jɑː ˌehsɑsˈɑti
 013 | جَوابِ شانْ مُمْکِنْ اَسْتْ بِ کوتاهی یِکْ سَطْرْ باشَدْ  | dʒavˈɑbe ʃˈɑn mˈomken ˈast beː kuːtˈɑhi jˈek sˈatr bˈɑʃad
 014 | یا بِ بُلَنْدیِ یِکْ فَصْلْ اَزْ کِتابْ .  | jɑː beː bˈolandˌie jˈek fˈasl az kˈetɑb
 015 | تَوَجُّه‌یِ اینْ چِنینْ نامُتِناسِبْ بِ آغازْ ،  | tˈavadʒdʒˌohjˈe iːn tʃˈenin nɑmˈotenˈɑseb beː ˈɑq1ˈɑz
 016 | بِ دَلیلِ اینْ اَسْتْ کِ آغازْ تَنْها بِ عُنْوانِ یِکْ مَرْحَلِ  | beː dalˈile iːn ˈast kˈeː ˈɑq1ˈɑz tˈanhɑ beː onvˈɑne jˈek marhˈaleː
 017 | اَزْ میانِ مَراحِلِ مُخْتَلِفْ دَرْ نَظَرْ گِرِفْتِ_نِمی‌شَوَدْ ؛  | az miˈɑne mˌarɑhˈele moxtˈalef dˈar nˈazar ɡerˈefteː nˌemiʃavˈad
 018 | بَرایِ رُمانْتیکْ ها ،  | bˌarɑjˈe romˈɑntik hˈɑ
 019 | آغازْ ، هَمِ‌یِ آنْ چیزی را کِ دَرْبارِ‌یِ عِشْقِ مُهِمْ اَسْتْ ، دَرْ بَرْ دارَدْ .  | ˈɑq1ˈɑz hˈameːjˈe ɑn tʃˈizi rɑ kˈeː darbˈɑreːjˈe ˈeːʃq1e mˈohem ˈast dˈar bar dˈɑrad
 020 | بِ هَمینْ دَلیلْ اَسْتْ کِ دَرْ بِسْیاری اَزْ داسْتانْهایِ عاشِقانِ ،  | beː hˈamin dˈalil ˈast kˈeː dˈar besjˈɑri az dˈɑstˈɑnhˈɑje ˈɑʃeq1ˌɑneː
 021 | بَعْدْ اَزْ اینْکِ زوْجْ اَزْ مَوانِعِ اَوَّلیِ گُذَشْتَنْدْ ،  | bˈaʔd az ˈinkeː zˈoːdʒ az mavˈɑneʔˌe ˈavvalˌije ɡozˈaʃtand
 022 | راویِ کاری نِمی‌تَوانَدْ با آنْها بُکُنَدْ  | rˈɑviˌe kˈɑri nˌemitavˈɑnad bɑ ˌɑnhɑ bokˈonad
 023 | جُزْ اینْکِ آیَنْدِ‌ای نامُشَخَّصْ بَرایِشانْ رَقَمْ بِزَنَدْ  | dʒˈoz ˈinkeː ɑjˈandeːiː nɑmˈoʃaxxˌas barˈɑjeʃˌɑn rˈaq1am bezˈanad
 024 | یا بِ کُلِ نابودْ شانْ کُنَدْ .  | jɑː beː kˈole nɑbˈuːd ʃˈɑn kˈonad
 025 | آنْچِ ما بِ طوْرِ مَعْمولْ عِشْقْ می‌نامیمْ  | ˌɑntʃe mɑ beː tˈore mˈaʔmuːl ˈeːʃq1 minˈɑmim
 026 | دَرْ واقِعْ تَنْها آغازِ عِشْقْ اَسْتْ .  | dˈar vˈɑq1eʔ tˈanhɑ ˈɑq1ˈɑze ˈeːʃq1 ˈast
 027 | عَجیبْ اَسْتْ کِ بِ نُدْرَتْ اَزْ رَبیعْ وَ هَمْسَرَشْ پُرْسیدِ_می‌شَوَدْ  | ˈaːdʒib ˈast kˈeː beː nˈodrat az rˈabiʔ vˈa hamsˈaraʃ porsˈideː miʃavˈad
 028 | بَعْدْ اَزْ آشْناییِ شانْ بَرْ آنْها چِ گُذَشْتِ ،  | bˈaʔd az ˈɑʃnˈɑiːˌe ʃˈɑn bar ˌɑnhɑ tʃeː ɡozˈaʃteː
 029 | اِنْگارْ کِ داسْتانِ واقِعی رابِطِ‌یِ آنْها  | ˈenɡɑr kˈeː dɑstˈɑne vˈɑq1eʔˈi rˈɑbetˌeːjˈe ˈɑnhɑ
