 000 | صَفْحِ‌یِ صَدْ وَ بیسْتْ وَ دوْ  | sˈafheːjˈeː sˈad vˈa bist vˈa dˈo
 001 | اِدامِ‌یِ آموزه‌هایِ عِشْقْ  | edˈɑmeːjˈe ˈɑmuːzˌeːhɑjˈe ˈeːʃq1
 002 | کودَکْ راجِعْ بِ عِشْقْ  | kˈuːdak rˈɑdʒeʔ beː ˈeːʃq1
 003 | چیزْهایِ دیگَری بِ بُزُرْگْسالْ می‌آموزَدْ  | tʃizhˈɑje dˈiɡarˌi beː bozˈorɡsɑl miɑmˈuzad
 004 | اینْکِ عِشْقِ حَقیقی  | ˈinkeː ˈeːʃq1e haq1ˈiq1i
 005 | بایَدْ دَرْبَرْدارَنْدِ‌یِ تَلاشی مُداوِمْ باشَدْ  | bˈɑjad darbˌardɑrˈandejˈe talˈɑʃi modˈɑvem bˈɑʃad
 006 | تا هَرْچیزی را کِ دَرْ هَرْ زَمانی اِتِّفاقْ می‌اُفْتَدْ  | tɑː hartʃˈizi rɑ kˈeː dˈar har zamˈɑni ettˈefɑq1 miˈoftad
 007 | وَرایِ ظاهِرِ بُغْرَنْجْ وَ ناپَسَنْدَشْ  | vˌarɑjˈe zˈɑherˌe bˈoq1randʒ vˈa nɑpˈasandˌaʃ
 008 | با نَهایِتِ سِخاوَتْ تَعْبیرْ کُنیمْ  | bɑ nˈahˈɑjetˌe sexˈɑvat tˈaʔbir kˈonim
 009 | پِدَرْ وَ مادَرْ  | pˈedar vˈa mˈɑdar
 010 | بایَدْ پیش‌بینی کُنَنْدْ کِ هَرْ گِرْیِ‌ای ضَرْبِ‌ای  | bˈɑjad pˈiʃbˈini kˈonand kˈeː har ɡˈerjeːiː zˈarbeːˈiː
 011 | ناراحَتی یا عَصَبانیَتی  | nɑrˈɑhatˌi jɑː ˌasabˌɑnijjˈati
 012 | واقِعَاْ بِ چِ چیزی مَرْبوطْ می‌شَوَدْ  | vɑq1ˈeʔan beː tʃeː tʃˈizi mˈarbut miʃavˈad
 013 |  وَ چیزی کِ اینْ پُروْژِ تَعْبیرْ وَ تَفْسیرْ را مُتِمایِزْ می‌کُنَدْ  | vˈa tʃˈizi kˈeː iːn porˈoʒeː tˈaʔbir vˈa tˈafsir rɑ mˌotemˈɑjez mikˈonad
 014 | وَ آنْ را اَزْ چیزی کِ دَرْ رابِطِ‌یِ مَعْمولیِ بُزُرْگِ سالی اِتِّفاقْ می‌اُفْتَدْ  | vˈa ɑn rɑ az tʃˈizi kˈeː dˈar rˈɑbetˌeːjˈe mˌaʔmuːlˈie bozˈorɡe sˈɑli ettˈefɑq1 miˈoftad
 015 | مُتَفاوِتْ می‌کُنَدْ  | mˌotafˈɑvet mikˈonad
 016 | گُذَشْتِ موْجودْ دَرْ آنْ اَسْتْ  | ɡozˈaʃte mˈodʒuːd dˈar ɑn ˈast
 017 | والِدِیْنْ آمادِ‌اَنْدْ با اینْ فَرْضْ پیشْ بِرَوَنْدْ  | vɑlˈedejn ˈɑmˈɑdeːand bɑ iːn fˈarz pˈiʃ berˈavand
 018 | کِ فَرْزَنْدانِشانْ  | kˈeː fˌarzandɑnˈeʃɑn
 019 | گَرْچِ مُمْکِنْ اَسْتْ مُشْکِلْ یا دَرْدی داشْتِ_باشَنْدْ  | ɡˌartʃe mˈomken ˈast mˈoʃkel jɑː dˈardi dˈɑʃteː bˈɑʃand
 020 | اَساسَاْ حالِشانْ خوبْ اَسْتْ  | asˈɑsan hˈɑleʃˌɑn xˈuːb ˈast
 021 | بِ مَحْضِ اینْکِ  | beː mˈahze ˈinkeː
 022 | مَنْبَعِ مُشَخَّصْ آزارِ آن‌ها  | manbˈaʔe moʃˈaxxas ˈɑzˈɑre ɑnhˈɑ
 023 | بِ دُرُسْتی پِیْدا میشَوَدْ  | beː dorˈosti pˈejdɑ miʃavˈad
 024 | بِ مَعْصومیَتِ فِطْریِ خوْدْ بازْ میگَرْدَنْدْ  | beː mˌaʔsuːmiːjˈate fetrˈie xod bˈɑz miɡˈardand
 025 | وَقْتی کودَکانْ گِرْیِ می‌کُنَنْدْ  | vˈaq1ti kuːdˈakɑn ɡˈerjeː mikˈonand
 026 | ما آنْها را بِ دونِ مایِگی وَ تَرَحُّمْ جَوییْ مُتَّهَمْ نِمی‌کُنیمْ  | mɑ ˌɑnhɑ rɑ beː dˈuːne mɑjˌeɡi vˈa tarˈahhom dʒˈaviː mottˈaham nˌemikˈonim
 027 | بَلْکِ جُسْتُجو می‌کُنیمْ تا دَلیلِ ناراحَتیِ آنانْ را بیابیمْ  | bˈalkeː dʒostˈodʒuː mikˈonim tɑː dalˈile nɑrˈɑhatˌie ˈɑnˈɑn rɑ biˈɑbim
 028 | وَقْتی گازْ می‌گیرَنْدْ میدانیمْ  | vˈaq1ti ɡˈɑz miɡˈirand midˈɑnim
 029 | کِ حَتْمَاْ اَزْ چیزی تَرْسیدِ  | kˈeː hˈatman az tʃˈizi tarsˈideː
 030 | یا لَحْظِ آشُفْتِ شُدِ‌اَنْدْ  | jɑː lˈahzeː ɑʃˈofteː ʃˈodeːˈand
 031 | ما اَزْ پیامْدَهایِ جانِ کاهی کِ گُرُسْنِگی  | mɑ az piˈɑmdahˈɑje dʒˈɑne kˈɑhi kˈeː ɡˌorosnˈeɡi
 032 | مُشْکِلِ دَسْتْگاه‌یِ گوارِشی  | mˈoʃkelˌe dˈastɡˈɑhjˈe ɡˌovɑrˈeʃi
 033 | یا کَمْبودِ خوابْ مُمْکِنْ اَسْتْ  | jɑː kambˈuːde xˈɑb mˈomken ˈast
 034 | بَرْ خَلْقْ وَ خویِ اِنْسانْ بِگُذارَدْ آگاهیمْ  | bar xˈalq1 vˈa xˈuːje ensˈɑn beɡozˈɑrad ɑːɡˈɑhim
 035 | چِ قَدْرْ مِهْرْبانْ بودیمْ اَگَرْ می‌تَوانِسْتیمْ لااقَلْ  | tʃeː q1ˈadr mˈeːhrbɑn bˈuːdim ˌaɡˈar mitˈavɑnˌestim lˈɑˈɑq1al
 036 | اَنْدَکی اَزْ اینْ غَریزِ را  | andˌaki az iːn q1arˈizeː rˈɑ
