 000 | قَهْر‌ها وَ دِلْخُری‌ها صَفْحِ‌یِ شَصْتْ وَ نه  | q1ˈahrhɑ vˈa delxˈorihɑ sˈafheːjˈe ʃˈast vˈa nˈa
 001 | تا مُدَّتِ زیادی  | tɑː mˌoddˈate ziˈɑdi
 002 | حُضورِ هَرْکَسِ دیگَری دَرْ زِنْدِگیِشانْ  | hozˈuːre harkˈase dˈiɡarˌi dˈar zˈendeɡˌijeʃˌɑn
 003 | اَزْ نَظَرِ آنْها غِیْرِ ضَروری اَسْتْ  | az nˈazarˌe ˌɑnhɑ q1ˈejre zarˈuːri ˈast
 004 | هیچْکُدامْ اَزْ دوسْتانِ شانْ را  | hitʃkˈodɑm az dustˈɑne ʃˈɑn rˈɑ
 005 | کِ قَبْلْ اَزْ آشْنایی با هَمْ سالْها بِهِشانْ وابَسْتِ بودِ‌اَنْدْ نِمی‌خاهَنْدْ بِبینَنْدْ  | kˈeː q1ˈabl az ˈɑʃnˈɑiː bɑ hˈam sˈɑlhɑ beheʃɑn vˈɑbastˌeː bˈuːdeːand nˌemixˈɑhand bebˈinand
 006 | اَمّا کَمْ کَمْ  | ˈammˌɑ kˈam kˈam
 007 | اِحْساسِ گُناهْ وَ کُنْجْکاویِ مُجَدَّدْ  | ehsˈɑse ɡˈonɑːh vˈa kˌondʒkɑvˈie mˌodʒaddˈad
 008 | بَرْ آن‌ها چیرِ می‌شَوَدْ  | bar ɑnhɑ tʃˈireː miʃavˈad
 009 | اینْ عَمَلَنْ بیشْتَرْ بِ مَعْنایِ دیدَنِ دوسْتانْ کِرِسْتِنْ اَسْتْ  | iːn amˈalan bˈiʃtar beː maʔnˈɑje didˈane dˈustɑn kerˈesten ˈast
 010 | چُنْ دوسْتانِ رَبیعْ  | tʃˈon dustˈɑne rˈabiʔ
 011 | دَرْ سَراسَرِ دُنْیا پَراکَنْدَنْدْ  | dˈar sˌarɑsˈare dˈonjɑ pˌarɑkˈandand
 012 | گُروه‌یِ دوسْتانِ دُرانِ دانِشْگاه‌یِ اَبْرَدینْ کِرِسْتِنِ  | ɡˈoruːhjˈe dustˈɑne doːrˈɑne dˈɑneʃɡˈɑhjˈe ˈaːbradˌin kˌerestˈene
 013 | جُمْعِ‌ها دَرْ کافِ‌یِ بو  | dʒˈomʔeːhɑ dˈar kˈɑfeːjˈe bˈuː
 014 | دورِ هَمْ جَمْعْ می‌شَوَنْدْ  | dˈuːre hˈam dʒˈamʔ miʃˈavand
 015 | اَزْ خانِ‌یِ آن‌ها کافِ تَقْریبَنْ آنْ طَرَفِ شَهْرْ اَسْتْ  | az xˈɑneːjˈe ɑnhɑ kˈɑfeː taq1rˈiban ɑn tarˈafe ʃˈahr ˈast
 016 | وَلی اَنْواعِ مُتِنَوِّعِ ویسْکی وَ آبْجُ دَسْتِ سازِ سَرْوْ می‌کُنَدْ  | vˈali ˈaːnvˈɑʔˈe mˌotenavvˈeʔe vˈiski vˈa ˈɑbdʒoː dˈaste sˈɑze sˈarv mikˈonad
 017 | گَرْچِ شَبی کِ کِرِسْتِنْ رَبیعْ را مُتِقاعِدْ می‌کُنَدْ بِ آنْجا بِرَوَنْدْ  | ɡˌartʃe ʃˈabi kˈeː kerˈesten rˈabiʔ rɑ mˌoteq1ˈɑʔed mikˈonad beː ˈɑndʒˈɑ berˈavand
 018 | رَبیعْ بِ آبِ گازْدارْ قَناعَتْ می‌کُنَدْ  | rˈabiʔ beː ˈɑbe ɡˈɑzdɑr q1anˈɑʔˈat mikˈonad
 019 | او مَجْبورْ می‌شَوَدْ  | ˈuː mˈadʒbur miʃavˈad
 020 | کِ پَنْجْ بارْ تُضیحْ دَهَدْ  | kˈeː pˈandʒ bˈɑr tˈozih dˈahad
 021 | مُشَخَّصَنْ بِخاطِرِ مَذْهَبَشْ نیسْتْ  | mˌoʃaxxˈasan bexˈɑterˌe mazhˈabaʃ nˈist
 022 | دَرْواقِعْ دِلْ وَ دَماغِ نوشیدَنی خُرْدَنْ نَدارَدْ  | darvˈɑq1eʔ dˈel vˈa damˈɑq1e nˌuʃidˈani xˈordan nˈadɑrˌad
 023 | کاتْرینْ با لَحْنی کِ نِشانی اَزْ تَمَسْخُرْ دارَدْ می‌گویَدْ  | kˈɑtrin bɑ lˈahni kˈeː neʃˈɑni az tamˈasxor dˈɑrad miɡˈujad
 024 | زَنْ وَ شُهَرْ  | zˈan vˈa ʃˈohar
 025 |  عَجَبْ  | ˈadʒab
 026 |  او مُخالِفِ اِزْدِواجْ اَسْتْ  | ˈuː mˌoxɑlˈefe ezdˈevɑdʒ ˈast
 027 | وَ بِ کَسانی کِ جَهَتِ گیریِ او را تاَییدْ کُنَنْدْ  | vˈa beː kasˈɑni kˈeː dʒahˈate ɡirˈie ˈuː rɑ tˈaiːd kˈonand
 028 | بِ بِهْتَرینْ شِکْلْ واکُنِشْ نِشانْ می‌دَهَدْ  | beː behtˈarin ʃˈekl vɑkˈoneʃ nˈeʃɑn midˈahad
 029 | اَلْبَتِّ عِبارَتِ زَنْ وَ شُهَرْ  | albˈatteː ˌebɑrˈate zˈan vˈa ʃˈohar
 030 | بَرایِ خُدْ رَبیعْ وَ کِرِسْتِنْ هَمْ  | bˌarɑjˈe xod rˈabiʔ vˈa kerˈesten hˈam
 031 | هَنوزْ کَمی غَریبِ اَسْتْ  | hˈanuz kˈami q1arˈibeː ˈast
 032 | آنْها نیزْ اَغْلَبِ اینْ عَناوینْ را با طَعْنِ بَیانْ می‌کُنَنْدْ  | ˌɑnhɑ nˈiz ˈaːq1labˌe iːn aːnˈɑvin rɑ bɑ tˈaʔneː bˈajɑn mikˈonand
 033 | تا سَنْگینی وَ ناهَمْخانیِ آنْ را کاهِشْ دَهَنْدْ  | tɑː sanɡˈini vˈa nˌɑhamxɑnˈie ɑn rɑ kˈɑheʃ dˈahand
 034 | چِراکِ اَصْلَنْ بِیْنِ خُدِشانْ  | tʃerˈɑke ˈaslan bˈejne xodˈeʃɑn
 035 | وَ آنْ دَسْتِ اَزْ اَفْرادی کِ اینْ عَناوینِ بِهِشانْ نِسْبَتْ دادِ_می‌شَوَدْ شَباهَتی اِحْساسْ نِمی‌کُنَنْدْ  | vˈa ɑn dˈasteː az ˈaːfrˈɑdi kˈeː iːn aːnˈɑvinˌe beheʃɑn nˈesbat dˈɑdeː miʃavˈad ʃabˈɑhatˌi ˈehsɑs nˌemikˈonand
 036 | اَفْرادی کِ شَخْصیَت‌هایِ مُسِنّ‌تَرْ  | ˈaːfrˈɑdi kˈeː ʃaxsˈiːjathɑjˈe mˈosenntˈar
 037 | وَ جااُفْتادِ‌تَرْ اَزْ خُدِشانْ را  | vˈa dʒˌɑoftˈɑdetar az xodˌeʃɑn rˈɑ
 038 | بِ ذِهْنْ مُتِبادِرْ می‌کُنَنْدْ  | beː zˈehn mˌotebˈɑder mikˈonand
 039 | با وَضْعیَتی فَلاکَتْ بار‌تَرْ اَزْ تَصَوُّری کِ  | bɑ vazʔˈiːjatˌi falˈɑkat bˈɑrtar az tˌasavvˈori kˈeː
 040 | رَبیعْ وَ کِرِسْتِنْ اَزْ وَضْعیَتِ خُدِشانْ دارَنْدْ  | rˈabiʔ vˈa kerˈesten az vazʔˈiːjatˌe xodˌeʃɑn dˈɑrand
 041 | کِرِسْتِنْ دوسْتْ دارَدْ  | kerˈesten dˈuːst dˈɑrad
 042 | وَقْتی وارِدِ خانِ می‌شَوَدْ  | vˈaq1ti vˈɑredˌe xˈɑneː miʃavˈad
 043 | بُلَنْدْ بِگویَدْ  | bˈoland beɡˈujad
 044 | خانُمْ خانْ اومَدْ  | xˈɑnom xˈɑn ˈumad
 045 | وَ بِدینْ صورَتْ  | vˈa bedˈin sˈurat
 046 | با مَفْهومی کِ هَمْچِنانْ بَرایِ هَرْ دُیِ آنْها  | bɑ mafhˈuːmi kˈeː hamtʃenˈɑn bˌarɑjˈe har dˈoje ˈɑnhɑ
 047 | بِسیارْ باوَرِ ناپَذیرْ اَسْتْ بازی می‌کُنَدْ  | besˈijɑr bɑvˈare nɑpˌazir ˈast bˈɑzi mikˈonad
 048 | موری ریشو وَ زُمُخْتْ کِ دَرْ صَنْعَتِ نَفْتْ کارْ می‌کُنَدْ  | mˈuːri rˈiʃu vˈa zˈomoxt kˈeː dˈar sanʔˈate nˈaft kˈɑr mikˈonad
 049 | وَ زَمانی دَرْ دانِشْگاه‌یِ هَوا خاهْ کِرِسْتِنْ بودِ می‌پُرْسَدْ  | vˈa zamˈɑni dˈar dˈɑneʃɡˈɑhjˈe hˈavɑ xˈɑh kerˈesten bˈuːdeː mipˈorsad
 050 | خُبْ رَبیعْ کُجا کارْ میکُنی  | xˈob rˈabiʔ kˈodʒɑ kˈɑr mikˈoni
 051 |  رَبیعْ می‌گویَدْ  | rˈabiʔ miɡˈujad
 052 | تُ یِ شِرْکَتِ طَرّاحیِ شَهْری  | tˈo jˈeː ʃerkˈate tˌarrɑhˈie ʃˈahri
 053 | وَ دَرْ بَرابَرِ موری کامِلَنْ اِحْساسِ دُخْتَرْ بودَنْ بِ او دَسْتْ میدَهَدْ  | vˈa dˈar bˌarɑbˈare mˈuːri kɑmˈelan ehsˈɑse dˈoxtar bˈuːdan beː ˈuː dˈast midˈahad
 054 | گاهی جُلُیِ مَرَدْهایِ قُرْصْ وَ مُحْکَم‌تَرْ اَزْ خُدَشْ  | ɡˈɑhi dʒˌolojˈe mˌaradhˈɑje q1ˈors vˈa mˈohkamtar az xˈodaʃ
 055 | چِنینْ حِسی پِیْدا می‌کُنَدْ  | tʃˈenin hˈesi pˈejdɑ mikˈonad
 056 | کارْمونِ مَنْطَقِ بَنْدی مَکانی  | kˈɑrmuːnˌe mantˈaq1eː bˈandi makˈɑni
 057 | وَ طَرّاحیِ فَضاهایِ شَهْریِ  | vˈa tˌarrɑhˈie fazˈɑhˈɑje ʃahrˈije
 058 | موری می‌گویَدْ  | mˈuːri miɡˈujad
 059 | یِ لَحْظِ صَبْرْ کُنْ بِبینَمْ مَرْدْ گیجَمْ کَرْدی  | jˈeː lˈahzeː sˈabr kˈon bebˈinam mˈard ɡˈidʒam kˈardi
 060 | کِرِسْتِنْ تُضیحْ می‌دَهَدْ  | kerˈesten tˈozih midˈahad
 061 | مِعْمارِ  | meʔmˈɑreː
 062 | مِعْماریِ خونِ وَ دَفْتَرِ کارْ هَمْ اَنْجامْ دادِ  | mˌeʔmɑrˈie xˈuːneː vˈa daftˈare kˈɑr hˈam ˈaːndʒˈɑm dˈɑdeː
 063 | وَ اُمیدْواریمْ  | vˈa ʔˌomidvˈɑrim
 064 | وَقْتی اِقْتِصادِ دُبارِ‌یِ رُنَقْ بِگیرِ  | vˈaq1ti ˌeq1tesˈɑde dobˈɑreːjˈe rˈoːnaq1 beɡˈireː
 065 | کارْهایِ بیشْتَری اَنْجامْ بِدِ  | kˈɑrhˈɑje biʃtˈari ˈaːndʒˈɑm bˈedeː
 066 | کِ اینْطُرْ  | kˈeː ˈintoːr
 067 | پَسْ تُ تَمومْ شُدَنِ رِکُرْدِ اِقْتِصادیِ  | pˈas tˈo tˈamum ʃodˈane rekˈorde ˌeq1tesˈɑdiˌe
 068 | تُ هَمینْ نُقاطِ تاریکِ قَلَمْرُِ پادْشاهی میشینیمْ  | tˈo hˈamin noq1ˈɑte tˈɑrikˌe q1ˌalamrˈoːe pˈɑdʃɑhˌi miʃˈinim
 069 | تا وَقْتی کِ بِ رُشَنایی بَرْگَرْدیمْ وَ هِرَمِ بُزُرْگِ جیزِ‌یِ بَعْدی ساخْتِ بِشِ  | tɑː vˈaq1ti kˈeː beː rˌoʃanˈɑiː barɡˈardim vˈa herˈame bozˈorɡe dʒˈizeːjˈe bˈaʔdi sˈɑxteː bˈeʃe
 070 |  موری  | mˈuːri
 071 | اَزْ حَرْفِ بی مَزِ‌یِ خُدَشْ قَهْقِ‌یِ نِسْبَتَنْ بُلَنْدی سَرْ می‌دَهَدْ  | az hˈarfe bi mˈazeːjˈe xˌodaʃ q1ˈahq1eːjˈe nesbˈatan bˈolandˌi sˈar midˈahad
 072 | اَمّا چیزی کِ رَبیعْ را ناراحَتْ می‌کُنَدْ اینْ نیسْتْ  | ˈammˌɑ tʃˈizi kˈeː rˈabiʔ rɑ nɑrˈɑhat mikˈonad iːn nˈist
 073 | بَلْکِ مُلْحَقْ شُدَنِ کِرِسْتِنْ بِ اوسْتْ  | bˈalkeː mˈolhaq1 ʃodˈane kerˈesten beː ˈuːst
 074 | باقیمانْدِ‌یِ آبْجُیِ خُدْ را دَرْ دَسْتَشْ گِرِفْتِ  | bˈɑq1imˈɑndeːjˈe ˌɑbdʒoːjˈe xod rɑ dˈar dˈastaʃ ɡerˈefteː
