 000 | آیَنْدِ‌یِ صَفْحِ‌یِ دِویسْتْ وَ سی وَ هَفْتْ  | ɑjˈandeːjˈe sˈafheːjˈe dˈevist vˈa sˈi vˈa hˈaft
 001 | تَوَلُّدْ کِرِسْتِنْ اَسْتْ وَ رَبیعِ بَرْنامِ ریزی کَرْدِ  | tˈavallˌod kerˈesten ˈast vˈa rˌabiʔˈe barnˈɑmeː rˈizi kˈardeː
 002 | کِ شَبِ تَوَلُّدْ را  | kˈeː ʃˈabe tˈavallˌod rˈɑ
 003 | با هَمْ دَرْ هُتِلی بیشْ اَزْ حَدِّ لوکْسْ وَ گِرانْ  | bɑ hˈam dˈar hotˈeli bˈiʃ az hˈadde lˈuks vˈa ɡˈerɑn
 004 | دَرْ هایْلْنَذْ بِگُذَرانَنْدْ  | dˈar hˈɑjlnaz beɡˌozarˈɑnand
 005 | بَچِّ‌ها را نَزْدِ فامیلْ کِرِسْتِنْ  | batʃtʃˈeːhɑ rɑ nˈazde fˈɑmil kerˈesten
 006 | دَرْ فورَتْ ویلیامْ می‌گُذارَنْدْ  | dˈar fˈuːrat vˌiliˈɑm miɡozˈɑrand
 007 | وَ بِ سَمْتِ قَصْرِ قَرْنِ نوزْدَهُمی راهی می‌شَوَنْدْ  | vˈa beː sˈamte q1ˈasre q1ˈarne nˈuːzdahˌomi rˈɑhi miʃˈavand
 008 | کِ دیوارِ لَبِ کُنْگِرِ‌ای دارَدْ  | kˈeː divˈɑre lˈabeː konɡˈereːiː dˈɑrad
 009 | وَ پَنْجْ سِتارِ  | vˈa pˈandʒ setˈɑre
 010 | وَ خَدَماتِ داخِلِ اُتاقْ سالُنِ بیلْیارْدْ اِسْتَخْرْ  | vˈa xˌadamˈɑte dˈɑxelˌe ˈotɑːq1 sɑlˈone bˈiljɑrd ˈestaxr
 011 | رِسْتورانِ فَرانْسَوی وَ روحْ  | rˌesturˈɑne fˌarɑnsˈavi vˈa rˈuːh
 012 | بَچِّ‌ها ناراحَتی‌شانْ را نِشانْ دادِ‌اَنْدْ  | batʃtʃˈeːhɑ nɑrˈɑhatˌiʃˈɑn rɑ nˈeʃɑn dˈɑdeːˈand
 013 | اِسْتِرْ پِدَرَشْ را مُتَّهَمْ کَرْدِ  | ˈester pedˈaraʃ rɑ mottˈaham kˈardeː
 014 | کِ می‌خاهَدْ تَوَلُّدِ مادَرَشْ را خَرابْ کُنَدْ  | kˈeː mixˈɑhad tˈavallˌode mɑdˈaraʃ rɑ xarˈɑb kˈonad
 015 | او می‌گویَدْ  | ˈuː miɡˈujad
 016 | می‌دونَمْ بِدونِ ما حُصِلِ‌تونْ سَرْ می‌رَهْ وَ  | midˈuːnam bedˈuːne mɑ hoːsˈeleːtun sˈar mirˈah vˈa
 017 | مامانْ دِلَشْ بَرامونْ تَنْگْ می‌شَهْ  | mˈɑmɑn dˈelaʃ barˈɑmun tˈanɡ miʃˈah
 018 | بِ نَظَرَمْ نَبایَدْ این‌هَمِ اونْجا بِمونیدْ  | beː nˈazarˌam nˈabˈɑjad iːnhˈameː uːndʒˈɑ bemˈunid
 019 | آنْها قَرارْ اَسْتْ بعَداَزْظُهْرِ روزِ بَعْدْ  | ˌɑnhɑ q1arˈɑr ˈast bˌadazzˈohre rˈuːze bˈaʔd
 020 | یِکْدیگَرْ را بِبینَنْدْ  | jekdˈiɡar rɑ bebˈinand
 021 | ویلیامْ بِ خاهَرَشْ می‌گویَدْ کِ پِدَرْ وَ مادَرِشانْ می‌تَوانَنْدْ  | vˌiliˈɑm beː xɑhˈaraʃ miɡˈujad kˈeː pˈedar vˈa mˌɑdarˈeʃɑn mitˈavɑnˌand
 022 | بَرایِ سَرْگَرْمی تِلْوِزیُنْ پِیْدا کُنَنْدْ  | bˌarɑjˈe sarɡˈarmi tˌelvezˈijon pˈejdɑ kˈonand
 023 | وَ حَتّا شایَدْ یِکْ اُتاقِ بازیِ کامْپیوتِری هَمْ پِیْدا کَرْدَنْدْ  | vˈa hˌattˈɑ ʃˈɑjad jˈek otˈɑːq1e bɑzˈie kˌɑmpijutˈeri hˈam pˈejdɑ kˈardand
 024 | اُتاقِ آنْها  | otˈɑːq1e ˈɑnhɑ
 025 | دَرْ بِرَجْکِ هِرَمی بالایِ ساخْتِمانْ قَرارْ دارَدْ  | dˈar berˈadʒke herˈami bˈɑlɑjˌe sˈɑxtemˌɑn q1arˈɑr dˈɑrad
 026 | وانِ بُزُرْگی وَسَطِ اُتاقْ اَسْتْ  | vˈɑne bozˈorɡi vasˈate ˈotɑːq1 ˈast
 027 | وَ اَزْ پَنْجَرِ‌ها  | vˈa az pandʒˈareːhˈɑ
 028 | قُلِّ‌هایی را می‌تَوانْ دیدْ  | q1ˈolleːhˈɑiː rɑ mitˈavɑn dˈid
 029 | کِ زیرِ سُلْطِ‌یِ کوه‌یِ بُنِ نِویسْ هَسْتَنْدْ  | kˈeː zˈire sˈolteːjˈe kˈuːhjˈe bˈone nˈevis hˈastand
 030 | کوهی کِ هَنوزْ  | kˈuːhi kˈeː hˈanuz
 031 | دَرْ ماه‌یِ ژوئَنْ لایِ‌یِ نازُکی اَزْ بَرْفْ بَرْ نُکَشْ دیدِ_می‌شَوَدْ  | dˈar mˈɑhjˈe ʒˈuːʔan lˈɑjejˈe nˈɑzokˌi az bˈarf bar nˈokaʃ dˈideː miʃavˈad
 032 | بَعْدْ اَزْ اینْکِ پیشْخِدْمَتِ جَوانْ  | bˈaʔd az ˈinkeː pˈiʃxedmˌate dʒavˈɑn
 033 | بارْ وَ بُنِ‌شانْ را می‌آوَرْدْ  | bˈɑr vˈa bˈoneːʃˈɑn rɑ miˈɑvard
 034 | دَرْ حُضورِ یِکْدیگَرْ اِحْساسِ عَجیبی دارَنْدْ  | dˈar hozˈuːre jekdˈiɡar ehsˈɑse aːdʒˈibi dˈɑrand
 035 | سالْهاسْتْ خِیْلی سالْ اَسْتْ کِ دَرْ اُتاقِ هُتِلی با هَمْ تَنْها نَبودِ‌اَنْدْ  | sˈɑlhˈɑst xˈejli sˈɑl ˈast kˈeː dˈar otˈɑːq1e hotˈeli bɑ hˈam tˈanhɑ nˈabuːdˌeːˈand
 036 | بِدونِ بَچِّ‌ها  | bedˈuːne batʃtʃˈeːhˈɑ
 037 | یا هیچْ مَشْغَلِ‌یِ خاصِ دیگَری  | jɑː hˈitʃ maʃq1ˈaleːjˈe xˈɑse dˈiɡarˌi
