 000 | مُخالِفِ صَفْحِ‌یِ صَدْ وَ هَفْتادْ وَ نه  | mˌoxɑlˈefe sˈafheːjˈe sˈad vˈa hˈaftɑd vˈa nˈa
 001 | پَیام‌ها دَرْ اِبْتِدا کامِلَنْ رَسْمی هَسْتَنْدْ  | pˈajɑmhɑ dˈar ebtˈedɑ kɑmˈelan rˈasmi hˈastand
 002 | اینْکِ رَبیعْ بِ سَلامَتی بَرْگَشْتِ  | ˈinkeː rˈabiʔ beː sˌalɑmˈati barɡˈaʃteː
 003 |  بی خابی ناشی اَزْ سَفَرِ لارَنْ خوبْ شُدِ  | bi xˈɑbi nˈɑʃi az safˈare lˈɑran xˈuːb ʃˈodeː
 004 |  بَعْضی مُضوعاتِ کاری هَمْ اِضافِ می‌شَوَنْدْ  | bˈaʔzi mˌozuːˈɑte kˈɑri hˈam ezˈɑfeː miʃˈavand
 005 | اینْکِ رَبیعْ خَبَرِ نامِ‌یِ بَعْدْ اَزْ کُنْفِرانْسْ را دَرْیافْتْ کَرْدِ  | ˈinkeː rˈabiʔ xˈabarˌe nˈɑmeːjˈe bˈaʔd az konfˈerɑns rɑ dˈarjɑft kˈardeː
 006 |  آیا  | ˈɑiˈɑ
 007 | لارِنِ راجِعْ بِ کارِ فُلانْ طَرّاحِ شَهْری چیزی می‌دانَدْ  | lˈɑrenˌe rˈɑdʒeʔ beː kˈɑre fˈolɑn tarrˈɑhe ʃˈahri tʃˈizi midˈɑnad
 008 |  یِکْ شَبْ ساعَتِ یازْدَهْ  | jˈek ʃˈab sɑʔˈate jˈɑzdah
 009 | رَبیعِ لَرْزِشِ مُبایْلَشْ را حِسْ می‌کُنَدْ  | rˌabiʔˈe larzˈeʃe mˈobɑjlˌaʃ rɑ hˈes mikˈonad
 010 | وَ بِ حَمّامْ می‌رَوَدْ  | vˈa beː hˈammɑm mirˈavad
 011 | لارَنْ اَزْ لوس‌آنْجِلِسْ پَیامْ دادِ  | lˈɑran az lˈuːsɑndʒˈeles pˈajɑm dˈɑdeː
 012 | کِ واقِعَنْ نِمی‌  | kˈeː vɑq1ˈeʔan nˌemi
 013 | تَوانَدْ بویِ رَبیعْ را فَراموشْ کُنَدْ  | tavˈɑnad bˈuːje rˈabiʔ rɑ farˈɑmuʃ kˈonad
 014 | رَبیعْ ناگَهانْ  | rˈabiʔ nɑɡˈahɑn
 015 | پَیامْ را پاکْ می‌کُنَدْ سیمِ کارْتْ را دَرْ می‌آوَرْدْ  | pˈajɑm rɑ pˈɑk mikˈonad sˈime kˈɑrt rɑ dˈar miˈɑvard
 016 | وَ دَرْ کِیْفِ لَوازِمِ اِصْلاحْ پِنْهانْ می‌کُنَدْ  | vˈa dˈar kˈejfe lˌavɑzˈeme ˈeslɑh pˈenhɑn mikˈonad
 017 | بَعْدْ گوشی را زیرِ یِکْ عَرَقْ گیرِ وَرْزِشی قایِمْ می‌کُنَدْ  | bˈaʔd ɡˈuːʃi rɑ zˈire jˈek ˈaraq1 ɡˈire varzˈeʃi q1ˈɑjem mikˈonad
 018 | وَ بِ تَخْتِخابْ بَرْمی گَرْدَدْ  | vˈa beː taxtˈexɑb bˈarmi ɡˈardad
 019 | کِرِسْتِنْ بِ سَمْتِ او کِشْ وَ قُسْ می‌آیَدْ  | kerˈesten beː sˈamte ˈuː kˈeʃ vˈa q1ˈoːs miˈɑjad
 020 | روزِ بَعْدْ رَبیعْ تَلَفَنَشْ را سَرْ هَمْ می‌کُنَدْ  | rˈuːze bˈaʔd rˈabiʔ tˌalafˈanaʃ rɑ sˈar hˈam mikˈonad
 021 | وَ اَزْ اُتاقَکِ رَخْتْشویی زیرِ پِلِّ‌  | vˈa az ˌotɑːq1ˈake raxtʃˈuiː zˈire pˈelleː
 022 | یِ پَیامی دَرْ جَوابِ لارَنْ می‌فِرِسْتَدْ  | jˈe pajˈɑmi dˈar dʒavˈɑbe lˈɑran miferˈestad
 023 | مَمْنونَمْ بِخاطِرِ اونْ شَبِ فُقُ‌العادِّ  | mamnˈunam bexˈɑterˌe ˈuːn ʃˈabe fˈoːq1olˈɑdde
 024 | وَ اِسْتِثْنایی وَ سِخاوَتْمَنْدانِ  | vˈa ˌestesnˈɑiː vˈa sˌexɑvˌatmandˈɑneː
 025 | هیچْوَقْتْ بِ خاطِرِ اونْ شَبْ پَشیمونْ نِمی‌شَمْ  | hˈitʃvaq1t beː xˈɑterˌe ˈuːn ʃˈab paʃˈimun nˌemiʃˈam
 026 | بِ آغوشَتْ فِکْرْ می‌کُنَمْ  | beː ˈɑq1uːʃˌat fˈekr mikˈonam
 027 | بِ دَلایِلی چَنْدْ  | beː dˌalɑjˈeli tʃˈand
 028 | قَبْلْ اَزْ اِرْسالِ پَیامِ جُمْلِ آخَرْ را پاکْ می‌کُنَدْ  | q1ˈabl az ˈersɑlˌe pajˈɑme dʒˈomleː ˈɑxar rɑ pˈɑk mikˈonad
 029 | با تَوَجُّهْ بِ اینْکِ هیچْ وَقْتْ نِمی‌خاهَدْ  | bɑ tˈavadʒdʒˌoh beː ˈinkeː hˈitʃ vˈaq1t nˌemixˈɑhad
 030 | بِ خاطِرِ آنْ شَبْ پَشیمانْ باشَدْ  | beː xˈɑterˌe ɑn ʃˈab paʃˈimɑn bˈɑʃad
 031 | دَرْ واقِعیَتْ دَرْ مُحاصِرِ‌یِ آنْ حُلِ‌ها  | dˈar vˈɑq1eʔˈiːjat dˈar mˌohɑsˈereːjˈe ɑn hˈoleːhˈɑ
 032 | اُضاعْ کَمْ کَمْ بَرایَشْ پیچیدِ‌تَرْ می‌شَوَدْ  | ˈoːzɑʔ kˈam kˈam barˈɑjaʃ pitʃˈideːtar miʃavˈad
 033 | شَنْبِ بَعْدْ  | ʃˈanbeː bˈaʔd
 034 | وَقْتی با ویلیامْ  | vˈaq1ti bɑ vˌiliˈɑm
 035 | بَرایِ خَریدِ یِکْ قایِقِ ماکِتْ  | bˌarɑjˈe xarˈide jˈek q1ˈɑjeq1ˌe mˈɑket
 036 | بِ یِکْ اَسْبابِ بازیِ فُروشی واقِعْ دَرْ مَرْکَزِ شَهْرْ رَفْتِ‌اَنْدْ  | beː jˈek ˈaːsbˈɑbe bɑzˈie forˈuːʃi vˈɑq1eʔ dˈar markˈaze ʃˈahr rˈafteːˈand
 037 | رَبیعِ ایمِیْلی دَرْیافْتْ می‌کُنَدْ  | rˌabiʔˈe imˈejli dˈarjɑft mikˈonad
 038 | هَمْراهْ با یِکْ پِیْوَسْتْ  | hamrˈɑh bɑ jˈek pˈejvast
 039 | کِنارِ قَفَسِ‌ای پُرْ اَزْ قایِق‌هایِ کوچَکْ  | kenˈɑːre q1afˈaseːiː pˈor az q1ˈɑjeq1hɑjˈe kˈuːtʃak
 040 | ایمِیْلْ را می‌خانْدْ  | ˈimejl rɑ mixˈɑnd
 041 | اِسْمَتْ رو دوسْتْ دارَمْ رَبیعْ خانْ  | ˈesmat rˈu dˈuːst dˈɑram rˈabiʔ xˈɑn
 042 | هَرْ بارْ کِ اِسْمَتْ رو بَرایِ خُدَمْ بُلَنْدْ میگَمْ  | har bˈɑr kˈeː ˈesmat rˈu bˌarɑjˈe xˌodam bˈoland mˈiɡam
 043 | اَزَشْ خُشَمْ میادْ  | ˈazaʃ xˈoʃam miˈɑd
 044 | وَ اَلْبَتِّ غَمْگینَمْ هَمْ میکُنِ چُنْ یادَمْ می‌نَدازِ  | vˈa albˈatteː q1amɡˈinam hˈam mikˈoneː tʃˈon jˈɑdam minˈadˈɑzeː
 045 | کِ تا حالا چِقَدْرْ وَقْتَمْ رو با مَرْدْهایی تَلَفْ کَرْدَمْ  | kˈeː tɑː hˈɑlɑ tʃˈeq1adr vˈaq1tam rˈu bɑ mardhˈɑiː tˈalaf kˈardam
 046 | کِ مِثْلِ تُ باهوشْ وَ اِحْساسی نَبودَنْ  | kˈeː mˈesle tˈo bˈɑhuːʃ vˈa ehsˈɑsi nˈabuːdˌan
 047 | وَ نَتونْسْتَنِ اَبْعادی اَزْ مَنْ رو دَرْکْ کُنَنْدْ کِ نیازْ دارَمْ دَرْکْ بِشَنْ  | vˈa nˈatuːnstˌane ˈaːbʔˈɑdi az man rˈu dˈark kˈonand kˈeː nˈijɑz dˈɑram dˈark bˈeʃan
 048 | اُمیدْوارَمْ اَزْ عَکْسی کِ اَزْ خُدَمْ با جورابْ وَ کَفْشِ آکْسْفُرْدِ مَحْبوبْ هَمْ بَراتْ پِیْوَسْتْ کَرْدَمْ خُشَتْ بیادْ  | ʔˌomidvˈɑram az ˈaːksi kˈeː az xˌodam bɑ dʒuːrˈɑb vˈa kˈafʃe ɑksfˈorde mˈahbuːb hˈam bˈarɑt pˈejvast kˈardam xˈoʃat biˈɑd
 049 | اینْ خُدْ واقِعی مَنِ  | iːn xod vˈɑq1eʔˈi mˈaneː
 050 | هَمونی کِ خِیْلی هَیَجانْ زَدِ‌اَمْ کِ دیدی  | hamˈuni kˈeː xˈejli hajˈadʒɑn zˈadeːam kˈeː dˈidi
 051 | وَ مُمْکِنِ قَبْلْ اَزْ اینْکِ خِیْلی دیرْ بِشِ  | vˈa momkˈeneː q1ˈabl az ˈinkeː xˈejli dˈir bˈeʃe
 052 | دُبارِ بِبینی  | dobˈɑreː bebˈini
 053 | ویلیامْ کُتْ رَبیعْ را می‌کِشَدْ  | vˌiliˈɑm kˈot rˈabiʔ rɑ mikˈeʃad
 054 | با ناراحَتی می‌گویَدْ کِ قایِقی کِ تَمامِ اینْ ماهْ ذِهْنَشْ را مَشْغولْ کَرْدِ_بودْ خِیْلی گِران‌تَرْ اَزْ حَدِّ اِنْتِظارِشانْ اَسْتْ  | bɑ nɑrˈɑhatˌi miɡˈujad kˈeː q1ˈɑjeq1ˌi kˈeː tamˈɑme iːn mˈɑh zˈehnaʃ rɑ mˈaʃq1uːl kˈardeː bˈuːd xˈejli ɡˈerɑntar az hˈadde ˌentezˈɑreʃˌɑn ˈast
 055 | رَبیعْ حِسْ می‌کُنَدْ رَنْگَشْ پَریدِ  | rˈabiʔ hˈes mikˈonad rˈanɡaʃ parˈideː
 056 | دَرْ عَکْسِ لارَنْ دَرْ حَمّامِ روبَهْ رویِ آیِنِ قَدی ایسْتادِ  | dˈar ˈaːkse lˈɑran dˈar hammˈɑme rˈubah rujˈe ɑjˈeneː q1ˈadi iːstˈɑdeː
 057 | وَ تَنْها چیزی کِ بِ تَنْ دارَدْ یِکْ جُفْتْ کَفْشْ بَنْدی اَسْتْ وَ یِکْ جُفْتْ جورابِ بالازانویِ زَرْدْ وَ مِشْکی  | vˈa tˈanhɑ tʃˈizi kˈeː beː tˈan dˈɑrad jˈek dʒˈoft kˈafʃ bˈandi ˈast vˈa jˈek dʒˈoft dʒuːrˈɑbe bˈɑlˈɑzˈɑnuːjˌe zˈard vˈa mˈeʃki
 058 | بِ ویلیامْ پیشْنَهادْ می‌دَهَدْ بَرایَشْ یِکْ ناوِ هَواپِیْمابَرِ اَسْبابْ بازی بِخَرَدْ  | beː vˌiliˈɑm pˈiʃnahˈɑd midˈahad barˈɑjaʃ jˈek nˈɑve hˌavɑpˌejmɑbˈare ˈaːsbˈɑb bˈɑzi bexˈarad
 059 | آنْ هَفْتِ  | ɑn hˈafteː
 060 | پَیامِ لارِنِ بی جَوابْ می‌مانْدْ  | pajˈɑme lˈɑrenˌe bi dʒˈavɑb mimˈɑnd
 061 | رَبیعْ فُرْصَتْ یا شانْسِ اینْ را پِیْدا نِمی‌کُنَدْ  | rˈabiʔ fˈorsat jɑː ʃˈɑnse iːn rɑ pˈejdɑ nˌemikˈonad
 062 | تا دُبارِ بِ سُراغَشْ بِرَوَدْ  | tɑː dobˈɑreː beː sorˈɑq1aʃ berˈavad
 063 | تا دُشَنْبِ شَبْ کِ کِرِسْتِنْ بِ باشْگاه‌یِ کِتابْ می‌رَوَدْ  | tɑː doʃˈanbeː ʃˈab kˈeː kerˈesten beː bˈɑʃɡˈɑhjˈe kˈetɑb mirˈavad
 064 | وَقْتی ایمِیْلْ را بازْ می‌کُنَدْ  | vˈaq1ti ˈimejl rɑ bˈɑz mikˈonad
 065 | تا جَوابِ لارَنْ را بِدَهَدْ  | tɑː dʒavˈɑbe lˈɑran rɑ bedˈahad
 066 | می‌بینَدْ کِ لارِنِ زود‌تَرْ اَزْ او ایمِیْلْ زَدِ  | mibˈinad kˈeː lˈɑrenˌe zˈuːdtar az ˈuː ˈimejl zˈadeː
 067 | می دونَمْ کِ شَرایِطِ سَخْتی داری  | mi dˈuːnam kˈeː ʃarˈɑjetˌe sˈaxti dˈɑri
 068 | وَ اَصْلَنْ اَزَتْ نِمی‌خامْ کاری کُنی  | vˈa ˈaslan ˈazat nˌemixˈɑm kˈɑri kˈoni
 069 | کِ وَضْعیَتَتْ بِ خَطَرْ بیُفْتِ  | kˈeː vazʔˈiːjatˌat beː xˈatar bijˈofteː
 070 | اونْ شَبْ واقِعَنْ حَسّاسْ وَ لوسْ شُدِ_بودَمْ  | ˈuːn ʃˈab vɑq1ˈeʔan hˈassɑs vˈa lˈuːs ʃˈodeː bˈuːdam
 071 | مَنْ مَعْمولَنْ اینْجورْ عَکْس‌هامْ رو بَرایِ مَرْدْهایی کِ دُرُسْتْ نِمی‌شِناسَمْ نِمی‌فِرِسْتَمْ  | man maʔmˈulan ˈiːndʒuːr ˈaːkshˈɑm rˈu bˌarɑjˈe mardhˈɑiː kˈeː dˈorost nˌemiʃenˈɑsam nˌemiferˈestam
 072 | یِکُمی هَمْ اَزْ اینْکِ جَوابْ نَدادی دِلْخُرْ شُدَمْ  | jˈekomˌi hˈam az ˈinkeː dʒˈavɑb nˈadˈɑdi dˈelxor ʃˈodam
 073 | بِبَخْشیدْ کِ اینو میگَمْ  | bebˈaxʃid kˈeː ˈiːnuː mˈiɡam
 074 | می‌دونَمْ حَقْ نَدارَمْ دِلْخُرْ شَمْ  | midˈuːnam hˈaq1 nˈadˈɑram dˈelxor ʃˈam
 075 | مُدامْ بِ صورَتِ مِهْرَبونْ وَ بامَزِ‌اَتْ فِکْرْ می‌کُنَمْ  | mˈodɑm beː surˈate mehrˈabun vˈa bɑmˈazeːat fˈekr mikˈonam
 076 | تُ مَرْدِ خوبی هَسْتی رَبیعْ  | tˈo mˈarde xˈuːbi hˈasti rˈabiʔ
 077 | هیچْوَقْتْ نَذارْ کَسی خَلافِ اینْ رو بُهْتْ بِگِ  | hˈitʃvaq1t nˈazˈɑr kˈasi xalˈɑfe iːn rˈu bˈoht bˈeɡeː
 078 | بیشْتَرْ اَزْ اونی کِ بایَدْ دوسْتَتْ دارَمْ  | bˈiʃtar az ˈuːni kˈeː bˈɑjad dˈustat dˈɑram
 079 | کاشْ اَلانْ پیشَمْ بودی  | kˈɑʃ ˈaːlˈɑn pˈiʃam bˈuːdi
 080 | اُضاعْ بَرایِ اینْ مَرْدْ صورَتِ بامَزِ  | ˈoːzɑʔ bˌarɑjˈe iːn mˈard surˈate bɑmˈazeː
 081 | کَمْ کَمْ دُشْوار‌تَرْ می‌شَوَدْ  | kˈam kˈam dˈoʃvɑrtar miʃavˈad
 082 | شایَدْ بِ طُرِ غِیْرِ اِتِّفاقیِ  | ʃˈɑjad beː tˈore q1ˈejre ˌettefɑq1ˈie
 083 | رَبیعْ بِ مَراتِبْ اَزْ خوبیِ هَمْسَرَشْ آگاه‌تَرْ می‌شَوَدْ  | rˈabiʔ beː marˈɑteb az xuːbˈie hamsˈaraʃ ˈɑːɡɑhtar miʃavˈad
 084 | او مُتِوَجِّ‌یِ مُشْکِلاتی می‌شَوَدْ کِ کِرِسْتِنْ  | ˈuː mˌotevˈadʒdʒeːjˈe mˈoʃkelˌɑti miʃavˈad kˈeː kerˈesten
 085 | دَرْ اَنْجامِ تَقْریبَنْ هَرْ کاری دارَدْ  | dˈar ˈaːndʒˈɑme taq1rˈiban har kˈɑri dˈɑrad
